curie	type	label	parent	parent label	role	role label	function types	description	modified date
ID	TYPE	AT rdfs:label^^xsd:string	SC %		SC 'has role' some %		SC 'has function type' some % SPLIT=|	AT dcterms:description^^xsd:string	AT dcterms:modified^^xsd:date
BSEO:0000142	class	aug-cc-pVQZ-DK	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VQZPD   All-electron Douglas-Kroll Valence Quadruple Zeta + Polarization	2011-02-12
BSEO:0000143	class	aug-cc-pVQZ-DK3	BSEO:0100020	dunning_dk3	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-02
BSEO:0000144	class	aug-cc-pVQZ-OPTRI	BSEO:0100023	dunning_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2010-05-19
BSEO:0000145	class	aug-cc-pVQZ-PP	BSEO:0100025	dunning_pp	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2008-10-14
BSEO:0000146	class	aug-cc-pVQZ-PP-OPTRI	BSEO:0100026	dunning_pp_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2012-06-26
BSEO:0000147	class	aug-cc-pVQZ-PP-RIFIT	BSEO:0100026	dunning_pp_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2012-06-26
BSEO:0000148	class	aug-cc-pVQZ-RIFIT	BSEO:0100023	dunning_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RI Fitting basis for use with aug-cc-pVQZ	2014-05-13
BSEO:0000149	class	aug-cc-pVQZ-X2C	BSEO:0100028	dunning_x2c	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-02
BSEO:0000150	class	aug-cc-pVTZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2009-01-26
BSEO:0000151	class	aug-cc-pVTZ-DK	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VTZ2P   All-electron Douglas-Kroll Valence Triple Zeta + Polarization	2011-02-12
BSEO:0000152	class	aug-cc-pVTZ-DK3	BSEO:0100020	dunning_dk3	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-02
BSEO:0000153	class	aug-cc-pVTZ-J	BSEO:0100057	sauer_j	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2012-06-08
BSEO:0000154	class	aug-cc-pVTZ-OPTRI	BSEO:0100023	dunning_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2010-05-19
BSEO:0000155	class	aug-cc-pVTZ-PP	BSEO:0100025	dunning_pp	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2008-10-14
BSEO:0000156	class	aug-cc-pVTZ-PP-OPTRI	BSEO:0100026	dunning_pp_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2012-06-26
BSEO:0000157	class	aug-cc-pVTZ-PP-RIFIT	BSEO:0100026	dunning_pp_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2012-06-26
BSEO:0000158	class	aug-cc-pVTZ-RIFIT	BSEO:0100023	dunning_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RI Fitting basis for use with aug-cc-pVTZ	2008-11-06
BSEO:0000159	class	aug-cc-pVTZ-X2C	BSEO:0100028	dunning_x2c	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-02
BSEO:0000160	class	aug-cc-pwCV5Z	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	5Z4P    Quintuple Zeta + Polarization + Tight Core + Diffuse	2007-01-15
BSEO:0000161	class	aug-cc-pwCV5Z-DK	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	V5ZPD   All-electron Douglas-Kroll Core-Valence Quintuple Zeta + Polarization	2007-01-15
BSEO:0000162	class	aug-cc-pwCV5Z-PP	BSEO:0100025	dunning_pp	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2011-04-04
BSEO:0000163	class	aug-cc-pwCV5Z-PP-OPTRI	BSEO:0100026	dunning_pp_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2012-06-26
BSEO:0000164	class	aug-cc-pwCV5Z-PP-RIFIT	BSEO:0100026	dunning_pp_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2014-05-13
BSEO:0000165	class	aug-cc-pwCV5Z-RIFIT	BSEO:0100023	dunning_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RI Fitting basis for use with aug-cc-pwCV5Z	2014-05-13
BSEO:0000166	class	aug-cc-pwCVDZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	DZP     Double Zeta + Polarization + Tight Core + Diffuse	2007-01-15
BSEO:0000167	class	aug-cc-pwCVDZ-DK3	BSEO:0100020	dunning_dk3	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-02
BSEO:0000168	class	aug-cc-pwCVDZ-PP	BSEO:0100025	dunning_pp	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2011-04-04
BSEO:0000169	class	aug-cc-pwCVDZ-PP-OPTRI	BSEO:0100026	dunning_pp_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2012-06-26
BSEO:0000170	class	aug-cc-pwCVDZ-PP-RIFIT	BSEO:0100026	dunning_pp_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2014-05-13
BSEO:0000171	class	aug-cc-pwCVDZ-RIFIT	BSEO:0100023	dunning_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RI Fitting basis for use with aug-cc-pwCVDZ	2008-11-06
BSEO:0000172	class	aug-cc-pwCVDZ-X2C	BSEO:0100028	dunning_x2c	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-02
BSEO:0000173	class	aug-cc-pwCVQZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	QZ3P    Quadruple Zeta + Polarization + Tight Core + diffuse	2007-01-15
BSEO:0000174	class	aug-cc-pwCVQZ-DK	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VQZPD   All-electron Douglas-Kroll Core-Valence Quadruple Zeta + Polarization	2007-01-15
BSEO:0000175	class	aug-cc-pwCVQZ-DK3	BSEO:0100020	dunning_dk3	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-02
BSEO:0000176	class	aug-cc-pwCVQZ-PP	BSEO:0100025	dunning_pp	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2011-04-04
BSEO:0000177	class	aug-cc-pwCVQZ-PP-OPTRI	BSEO:0100026	dunning_pp_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2012-06-26
BSEO:0000178	class	aug-cc-pwCVQZ-PP-RIFIT	BSEO:0100026	dunning_pp_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2014-05-13
BSEO:0000179	class	aug-cc-pwCVQZ-RIFIT	BSEO:0100023	dunning_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RI Fitting basis for use with aug-cc-pwCVQZ	2014-05-13
BSEO:0000180	class	aug-cc-pwCVQZ-X2C	BSEO:0100028	dunning_x2c	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-02
BSEO:0000181	class	aug-cc-pwCVTZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	TZ2P    Triple Zeta + Polarization + Tight Core + Diffuse	2007-01-15
BSEO:0000182	class	aug-cc-pwCVTZ-DK	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VTZ2P   All-electron Douglas-Kroll Core-Valence Triple Zeta + Polarization	2007-01-15
BSEO:0000183	class	aug-cc-pwCVTZ-DK3	BSEO:0100020	dunning_dk3	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-02
BSEO:0000184	class	aug-cc-pwCVTZ-PP	BSEO:0100025	dunning_pp	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2011-04-11
BSEO:0000185	class	aug-cc-pwCVTZ-PP-OPTRI	BSEO:0100026	dunning_pp_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2012-06-26
BSEO:0000186	class	aug-cc-pwCVTZ-PP-RIFIT	BSEO:0100026	dunning_pp_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2014-05-13
BSEO:0000187	class	aug-cc-pwCVTZ-RIFIT	BSEO:0100023	dunning_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RI Fitting basis for use with aug-cc-pwCVTZ	2008-11-06
BSEO:0000188	class	aug-cc-pwCVTZ-X2C	BSEO:0100028	dunning_x2c	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-02
BSEO:0000189	class	aug-ccX-5Z	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Augmented basis set for calculation of core excitations by the correlated wave function linear response and equation-of-motion methods	2021-05-03
BSEO:0000190	class	aug-ccX-DZ	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Augmented basis set for calculation of core excitations by the correlated wave function linear response and equation-of-motion methods	2021-05-03
BSEO:0000191	class	aug-ccX-QZ	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Augmented basis set for calculation of core excitations by the correlated wave function linear response and equation-of-motion methods	2021-05-03
BSEO:0000192	class	aug-ccX-TZ	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Augmented basis set for calculation of core excitations by the correlated wave function linear response and equation-of-motion methods	2021-05-03
BSEO:0000193	class	aug-mcc-pV5Z	BSEO:0100008	aug_mcc	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-12-16
BSEO:0000194	class	aug-mcc-pV6Z	BSEO:0100008	aug_mcc	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-12-16
BSEO:0000195	class	aug-mcc-pV7Z	BSEO:0100008	aug_mcc	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-12-16
BSEO:0000196	class	aug-mcc-pV8Z	BSEO:0100008	aug_mcc	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-12-16
BSEO:0000197	class	aug-mcc-pVQZ	BSEO:0100008	aug_mcc	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-12-16
BSEO:0000198	class	aug-mcc-pVTZ	BSEO:0100008	aug_mcc	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-12-16
BSEO:0000199	class	aug-pc-0	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2013-01-23
BSEO:0000200	class	aug-pc-1	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2013-01-23
BSEO:0000201	class	aug-pc-2	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2013-01-23
BSEO:0000202	class	aug-pc-3	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2013-01-23
BSEO:0000203	class	aug-pc-4	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2013-01-23
BSEO:0000204	class	aug-pcH-1	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-11-14
BSEO:0000205	class	aug-pcH-2	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-11-14
BSEO:0000206	class	aug-pcH-3	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-11-14
BSEO:0000207	class	aug-pcH-4	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-11-14
BSEO:0000208	class	aug-pcJ-0	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001	Contracted version of the aug-pcJ-0 basis	2010-12-27
BSEO:0000209	class	aug-pcJ-0_2006	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001		2010-12-27
BSEO:0000210	class	aug-pcJ-1	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Contracted version of the aug-pcJ-1 basis	2010-12-27
BSEO:0000211	class	aug-pcJ-1_2006	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2010-12-27
BSEO:0000212	class	aug-pcJ-2	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Contracted version of the aug-pcJ-2 basis	2010-12-27
BSEO:0000213	class	aug-pcJ-2_2006	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2010-12-27
BSEO:0000214	class	aug-pcJ-3	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Contracted version of the aug-pcJ-3 basis	2010-12-27
BSEO:0000215	class	aug-pcJ-3_2006	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2010-12-27
BSEO:0000216	class	aug-pcJ-4	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Contracted version of the aug-pcJ-4 basis	2010-12-27
BSEO:0000217	class	aug-pcJ-4_2006	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2010-12-27
BSEO:0000218	class	aug-pcS-0	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001		2008-10-02
BSEO:0000219	class	aug-pcS-1	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-10-02
BSEO:0000220	class	aug-pcS-2	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-10-02
BSEO:0000221	class	aug-pcS-3	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2011-01-18
BSEO:0000222	class	aug-pcS-4	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-10-02
BSEO:0000223	class	aug-pcseg-0	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Segmented contracted version of the aug-pc-0 basis	2014-04-25
BSEO:0000224	class	aug-pcseg-1	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Segmented contracted version of the aug-pc-1 basis	2014-04-25
BSEO:0000225	class	aug-pcseg-2	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Segmented contracted version of the aug-pc-2 basis	2014-04-25
BSEO:0000226	class	aug-pcseg-3	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Segmented contracted version of the aug-pc-3 basis	2014-04-25
BSEO:0000227	class	aug-pcseg-4	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Segmented contracted version of the aug-pc-4 basis	2014-04-25
BSEO:0000228	class	aug-pcSseg-0	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Segmented contracted version of the aug-pcS-0 basis	2015-01-14
BSEO:0000229	class	aug-pcSseg-1	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Segmented contracted version of the aug-pcS-1 basis	2015-01-14
BSEO:0000230	class	aug-pcSseg-2	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Segmented contracted version of the aug-pcS-2 basis	2015-01-14
BSEO:0000231	class	aug-pcSseg-3	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Segmented contracted version of the aug-pcS-3 basis	2015-01-14
BSEO:0000232	class	aug-pcSseg-4	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Segmented contracted version of the aug-pcS-4 basis	2015-01-14
BSEO:0000233	class	aug-pcX-1	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Jensen aug-pcX basis set (containing diffuse functions) optimized for core-spectroscopy	2019-01-07
BSEO:0000234	class	aug-pcX-2	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Jensen aug-pcX basis set (containing diffuse functions) optimized for core-spectroscopy	2019-01-07
BSEO:0000235	class	aug-pcX-3	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Jensen aug-pcX basis set (containing diffuse functions) optimized for core-spectroscopy	2019-01-07
BSEO:0000236	class	aug-pcX-4	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Jensen aug-pcX basis set (containing diffuse functions) optimized for core-spectroscopy	2019-01-07
BSEO:0000237	class	aug-pV7Z	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	V7Z6P   Valence Septuple Zeta + Polarization on All Atoms	2008-12-16
BSEO:0000238	class	aug-seg-cc-pV5Z-PP	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2022-03-22
BSEO:0000239	class	aug-seg-cc-pVDZ-PP	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2022-03-22
BSEO:0000240	class	aug-seg-cc-pVQZ-PP	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2022-03-22
BSEO:0000241	class	aug-seg-cc-pVTZ-PP	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2022-03-22
BSEO:0000242	class	aug-seg-cc-pwCV5Z-PP	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2022-03-22
BSEO:0000243	class	aug-seg-cc-pwCVDZ-PP	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2022-03-22
BSEO:0000244	class	aug-seg-cc-pwCVQZ-PP	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2022-03-22
BSEO:0000245	class	aug-seg-cc-pwCVTZ-PP	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2022-03-22
BSEO:0000246	class	binning 641	BSEO:0100009	binning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Binning/Curtiss 641	2007-01-15
BSEO:0000247	class	binning 641(d)	BSEO:0100009	binning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Binning/Curtiss 641 + d polarization	2007-01-15
BSEO:0000248	class	binning 641(df)	BSEO:0100009	binning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Binning/Curtiss 641 + df polarization	2007-01-15
BSEO:0000249	class	binning 641+	BSEO:0100009	binning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Binning/Curtiss 641 + diffuse	2019-09-09
BSEO:0000250	class	binning 641+(d)	BSEO:0100009	binning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Binning/Curtiss 641 + d polarization + diffuse	2019-09-09
BSEO:0000251	class	binning 641+(df)	BSEO:0100009	binning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Binning/Curtiss 641 + df polarization + diffuse	2019-09-09
BSEO:0000252	class	binning 962	BSEO:0100009	binning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Binning/Curtiss 962	2007-01-15
BSEO:0000253	class	binning 962(d)	BSEO:0100009	binning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Binning/Curtiss 962 + d polarization	2007-01-15
BSEO:0000254	class	binning 962(df)	BSEO:0100009	binning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Binning/Curtiss 962 + df polarization	2007-01-15
BSEO:0000255	class	binning 962+	BSEO:0100009	binning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Binning/Curtiss 962 + diffuse	2019-09-09
BSEO:0000256	class	binning 962+(d)	BSEO:0100009	binning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Binning/Curtiss 962 + d polarization + diffuse	2019-09-09
BSEO:0000257	class	binning 962+(df)	BSEO:0100009	binning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Binning/Curtiss 962 + df polarization + diffuse	2019-09-09
BSEO:0000258	class	CADPAC-TZ2P	BSEO:0100011	cadpac	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300003	TZ2P orbital basis from CADPAC	2022-02-08
BSEO:0000259	class	cc-pCV5Z	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2010-09-15
BSEO:0000260	class	cc-pCVDZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	DZP Double Zeta + Polarization + Tight Core	2007-01-15
BSEO:0000261	class	cc-pCVDZ-DK	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZP Douglas-Kroll Valence Double Zeta + Polarization + Tight core	2007-01-15
BSEO:0000262	class	cc-pCVDZ-F12	BSEO:0100021	dunning_f12	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2012-06-08
BSEO:0000263	class	cc-pCVDZ-F12-OPTRI	BSEO:0100022	dunning_f12_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2012-06-08
BSEO:0000264	class	cc-pCVDZ-F12-RIFIT	BSEO:0100022	dunning_f12_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	cc-pCVDZ-F12 RI Fitting	2016-07-11
BSEO:0000265	class	cc-pCVQZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	QZ3P    Quadruple Zeta + Polarization + Tight Core	2007-01-15
BSEO:0000266	class	cc-pCVQZ-DK	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	QZ3PD Douglas-Kroll Valence Double Zeta + Polarization + Tight core	2007-01-15
BSEO:0000267	class	cc-pCVQZ-F12	BSEO:0100021	dunning_f12	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2012-06-08
BSEO:0000268	class	cc-pCVQZ-F12-OPTRI	BSEO:0100022	dunning_f12_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2012-06-08
BSEO:0000269	class	cc-pCVQZ-F12-RIFIT	BSEO:0100022	dunning_f12_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	cc-pCVQZ-F12 RI Fitting	2016-07-11
BSEO:0000270	class	cc-pCVTZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	TZ2P    Triple Zeta + Polarization + Tight Core	2007-01-15
BSEO:0000271	class	cc-pCVTZ-DK	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Triple-Zeta Douglas-Kroll Valence Double Zeta + Polarization + Tight core	2007-01-15
BSEO:0000272	class	cc-pCVTZ-F12	BSEO:0100021	dunning_f12	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2012-06-08
BSEO:0000273	class	cc-pCVTZ-F12-OPTRI	BSEO:0100022	dunning_f12_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2012-06-08
BSEO:0000274	class	cc-pCVTZ-F12-RIFIT	BSEO:0100022	dunning_f12_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	cc-pCVTZ-F12 RI Fitting	2016-07-11
BSEO:0000275	class	cc-pV(5+d)Z	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2007-01-15
BSEO:0000276	class	cc-pV(D+d)Z	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2007-01-15
BSEO:0000277	class	cc-pV(Q+d)Z	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2007-01-15
BSEO:0000278	class	cc-pV(T+d)Z	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-11-10
BSEO:0000279	class	cc-pV5Z	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2009-01-26
BSEO:0000280	class	cc-pV5Z(fi/sf/fw)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	2007-01-15
BSEO:0000281	class	cc-pV5Z(fi/sf/lc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	2007-01-15
BSEO:0000282	class	cc-pV5Z(fi/sf/sc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	2007-01-15
BSEO:0000283	class	cc-pV5Z(pt/sf/fw)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	2007-01-15
BSEO:0000284	class	cc-pV5Z(pt/sf/lc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	2007-01-15
BSEO:0000285	class	cc-pV5Z(pt/sf/sc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	2007-01-15
BSEO:0000286	class	cc-pV5Z-DK	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	V5Z4P Douglas-Kroll Valence Quintuple Zeta + Polarization	2008-11-06
BSEO:0000287	class	cc-pV5Z-F12	BSEO:0100021	dunning_f12	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2020-03-18
BSEO:0000288	class	cc-pV5Z-F12(rev2)	BSEO:0100021	dunning_f12	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2020-03-18
BSEO:0000289	class	cc-pV5Z-JKFIT	BSEO:0100023	dunning_fit	BSEO:0200006	jkfit	BSEO:0300001|BSEO:0300002	JK Fitting basis for use with cc-pV5Z	2019-01-08
BSEO:0000290	class	cc-pV5Z-PP	BSEO:0100025	dunning_pp	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2009-10-23
BSEO:0000291	class	cc-pV5Z-PP-RIFIT	BSEO:0100026	dunning_pp_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2012-06-26
BSEO:0000292	class	cc-pV5Z-RIFIT	BSEO:0100023	dunning_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RI Fitting basis for use with cc-pV5Z	2014-05-09
BSEO:0000293	class	cc-pV6Z	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2010-09-03
BSEO:0000294	class	cc-pV6Z-RIFIT	BSEO:0100023	dunning_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RI Fitting basis for use with cc-pV6Z	2008-11-06
