curie	type	label	parent	parent label	role	role label	function types	description	modified date
ID	TYPE	AT rdfs:label^^xsd:string	SC %		SC 'has role' some %		SC 'has function type' some % SPLIT=|	AT dcterms:description^^xsd:string	AT dcterms:modified^^xsd:date
BSEO:0000295	class	cc-pV8Z	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2010-07-15
BSEO:0000296	class	cc-pV9Z	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	V7Z6P   Valence Octuple Zeta + Polarization on All Atoms	2007-01-15
BSEO:0000297	class	cc-pVDZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2011-02-14
BSEO:0000298	class	cc-pVDZ(fi/sf/fw)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZP    Relativistic Valence Double Zeta + Polarization	2007-01-15
BSEO:0000299	class	cc-pVDZ(fi/sf/lc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZP    Relativistic Valence Double Zeta + Polarization	2007-01-15
BSEO:0000300	class	cc-pVDZ(fi/sf/sc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZP    Relativistic Valence Double Zeta + Polarization	2007-01-15
BSEO:0000301	class	cc-pVDZ(pt/sf/fw)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZP    Relativistic Valence Double Zeta + Polarization	2007-01-15
BSEO:0000302	class	cc-pVDZ(pt/sf/lc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZP    Relativistic Valence Double Zeta + Polarization	2007-01-15
BSEO:0000303	class	cc-pVDZ(pt/sf/sc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZP    Relativistic Valence Double Zeta + Polarization	2007-01-15
BSEO:0000304	class	cc-pVDZ(seg-opt)	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZP    Valence Double Zeta + Polarization on All Atoms	2007-01-15
BSEO:0000305	class	cc-pVDZ-DK	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZP Douglas-Kroll Valence Double Zeta + Polarization	2011-02-15
BSEO:0000306	class	cc-pVDZ-DK3	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2016-10-14
BSEO:0000307	class	cc-pVDZ-F12	BSEO:0100021	dunning_f12	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZ for explicitly correlated F12 variants of wavefunction methods	2012-06-08
BSEO:0000308	class	cc-pVDZ-F12(rev2)	BSEO:0100021	dunning_f12	BSEO:0200008	orbital	BSEO:0300001		2020-03-18
BSEO:0000309	class	cc-pVDZ-F12-OPTRI	BSEO:0100022	dunning_f12_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2012-06-08
BSEO:0000310	class	cc-pVDZ-F12-OPTRI+	BSEO:0100023	dunning_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2021-02-25
BSEO:0000311	class	cc-pVDZ-PP	BSEO:0100025	dunning_pp	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2009-10-23
BSEO:0000312	class	cc-pVDZ-PP-RIFIT	BSEO:0100026	dunning_pp_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2012-06-08
BSEO:0000313	class	cc-pVDZ-RIFIT	BSEO:0100023	dunning_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RI Fitting basis for use with cc-pVDZ	2008-11-06
BSEO:0000314	class	cc-pVDZ-X2C	BSEO:0100028	dunning_x2c	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-02
BSEO:0000315	class	cc-pVQZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2009-01-26
BSEO:0000316	class	cc-pVQZ(fi/sf/fw)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	2007-01-15
BSEO:0000317	class	cc-pVQZ(fi/sf/lc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	2007-01-15
BSEO:0000318	class	cc-pVQZ(fi/sf/sc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	2007-01-15
BSEO:0000319	class	cc-pVQZ(pt/sf/fw)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	2007-01-15
BSEO:0000320	class	cc-pVQZ(pt/sf/lc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	2007-01-15
BSEO:0000321	class	cc-pVQZ(pt/sf/sc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	2007-01-15
BSEO:0000322	class	cc-pVQZ(seg-opt)	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VQZ3P   Valence Quadruple Zeta + Polarization on All Atoms	2007-01-15
BSEO:0000323	class	cc-pVQZ-DK	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VQZ3P Douglas-Kroll Valence Quadruple Zeta + Polarization	2007-07-03
BSEO:0000324	class	cc-pVQZ-DK3	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2016-10-14
BSEO:0000325	class	cc-pVQZ-F12	BSEO:0100021	dunning_f12	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VQZ for explicitly correlated F12 variants of wavefunction methods	2012-06-08
BSEO:0000326	class	cc-pVQZ-F12(rev2)	BSEO:0100021	dunning_f12	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2020-03-18
BSEO:0000327	class	cc-pVQZ-F12-OPTRI	BSEO:0100022	dunning_f12_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2012-06-08
BSEO:0000328	class	cc-pVQZ-F12-OPTRI+	BSEO:0100023	dunning_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2021-02-25
BSEO:0000329	class	cc-pVQZ-JKFIT	BSEO:0100023	dunning_fit	BSEO:0200006	jkfit	BSEO:0300001|BSEO:0300002	JK Fitting basis for use with cc-pVQZ	2019-01-08
BSEO:0000330	class	cc-pVQZ-PP	BSEO:0100025	dunning_pp	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2009-10-23
BSEO:0000331	class	cc-pVQZ-PP-RIFIT	BSEO:0100026	dunning_pp_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2012-06-26
BSEO:0000332	class	cc-pVQZ-RIFIT	BSEO:0100023	dunning_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RI Fitting basis for use with cc-pVQZ	2014-05-09
BSEO:0000333	class	cc-pVQZ-X2C	BSEO:0100028	dunning_x2c	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-02
BSEO:0000334	class	cc-pVTZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2010-11-18
BSEO:0000335	class	cc-pVTZ(fi/sf/fw)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VTZ2P   Relativistic Valence Triple Zeta + Polarization	2007-01-15
BSEO:0000336	class	cc-pVTZ(fi/sf/lc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VTZ2P   Relativistic Valence Triple Zeta + Polarization	2007-01-15
BSEO:0000337	class	cc-pVTZ(fi/sf/sc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VTZ2P   Relativistic Valence Triple Zeta + Polarization	2007-01-15
BSEO:0000338	class	cc-pVTZ(pt/sf/fw)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VTZ2P   Relativistic Valence Triple Zeta + Polarization	2007-01-15
BSEO:0000339	class	cc-pVTZ(pt/sf/lc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VTZ2P   Relativistic Valence Triple Zeta + Polarization	2007-01-15
BSEO:0000340	class	cc-pVTZ(pt/sf/sc)	BSEO:0100027	dunning_sf	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VTZ2P   Relativistic Valence Triple Zeta + Polarization	2007-01-15
BSEO:0000341	class	cc-pVTZ(seg-opt)	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VTZ2P   Valence Triple Zeta + Polarization on All Atoms	2007-01-15
BSEO:0000342	class	cc-pVTZ-DK	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VTZ2P Douglas-Kroll Valence Triple Zeta + Polarization	2008-04-30
BSEO:0000343	class	cc-pVTZ-DK3	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2016-10-14
BSEO:0000344	class	cc-pVTZ-F12	BSEO:0100021	dunning_f12	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VTZ for explicitly correlated F12 variants of wavefunction methods	2012-06-08
BSEO:0000345	class	cc-pVTZ-F12(rev2)	BSEO:0100021	dunning_f12	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2020-03-18
BSEO:0000346	class	cc-pVTZ-F12-OPTRI	BSEO:0100022	dunning_f12_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2012-06-08
BSEO:0000347	class	cc-pVTZ-F12-OPTRI+	BSEO:0100023	dunning_fit	BSEO:0200007	optri	BSEO:0300001|BSEO:0300002		2021-02-25
BSEO:0000348	class	cc-pVTZ-JKFIT	BSEO:0100023	dunning_fit	BSEO:0200006	jkfit	BSEO:0300001|BSEO:0300002	JK Fitting basis for use with cc-pVTZ	2019-01-08
BSEO:0000349	class	cc-pVTZ-PP	BSEO:0100025	dunning_pp	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2009-10-23
BSEO:0000350	class	cc-pVTZ-PP-RIFIT	BSEO:0100026	dunning_pp_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2012-06-26
BSEO:0000351	class	cc-pVTZ-RIFIT	BSEO:0100023	dunning_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RI Fitting basis for use with cc-pVTZ	2008-11-06
BSEO:0000352	class	cc-pVTZ-X2C	BSEO:0100028	dunning_x2c	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-02
BSEO:0000353	class	cc-pwCV5Z	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	5Z4P    Quintuple Zeta + Polarization + Tight Core	2007-01-15
BSEO:0000354	class	cc-pwCV5Z-DK	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-11-06
BSEO:0000355	class	cc-pwCV5Z-PP	BSEO:0100025	dunning_pp	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2011-04-04
BSEO:0000356	class	cc-pwCV5Z-PP-RIFIT	BSEO:0100026	dunning_pp_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2014-05-09
BSEO:0000357	class	cc-pwCV5Z-RIFIT	BSEO:0100023	dunning_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RI Fitting basis for use with cc-pwCV5Z	2014-05-09
BSEO:0000358	class	cc-pwCVDZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	DZP     Double Zeta + Polarization + Tight Core	2007-01-15
BSEO:0000359	class	cc-pwCVDZ-DK3	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2016-10-14
BSEO:0000360	class	cc-pwCVDZ-PP	BSEO:0100025	dunning_pp	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2011-04-04
BSEO:0000361	class	cc-pwCVDZ-PP-RIFIT	BSEO:0100026	dunning_pp_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2014-05-09
BSEO:0000362	class	cc-pwCVDZ-RIFIT	BSEO:0100023	dunning_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RI Fitting basis for use with cc-pwCVDZ	2008-11-06
BSEO:0000363	class	cc-pwCVDZ-X2C	BSEO:0100028	dunning_x2c	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-02
BSEO:0000364	class	cc-pwCVQZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	QZ3P    Quadruple Zeta + Polarization + Tight Core	2007-01-15
BSEO:0000365	class	cc-pwCVQZ-DK	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	QZ3P    All-electron Douglas-Kroll Core-Valence Quadruple Zeta + Polarization	2007-01-15
BSEO:0000366	class	cc-pwCVQZ-DK3	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2016-10-14
BSEO:0000367	class	cc-pwCVQZ-PP	BSEO:0100025	dunning_pp	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2011-04-04
BSEO:0000368	class	cc-pwCVQZ-PP-RIFIT	BSEO:0100026	dunning_pp_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2014-05-09
BSEO:0000369	class	cc-pwCVQZ-RIFIT	BSEO:0100023	dunning_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RI Fitting basis for use with cc-pwCVQZ	2014-05-09
BSEO:0000370	class	cc-pwCVQZ-X2C	BSEO:0100028	dunning_x2c	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-02
BSEO:0000371	class	cc-pwCVTZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	TZ2P    Triple Zeta + Polarization + Tight Core	2007-01-15
BSEO:0000372	class	cc-pwCVTZ-DK	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-04-30
BSEO:0000373	class	cc-pwCVTZ-DK3	BSEO:0100019	dunning_dk	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2016-10-14
BSEO:0000374	class	cc-pwCVTZ-PP	BSEO:0100025	dunning_pp	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2011-04-11
BSEO:0000375	class	cc-pwCVTZ-PP-RIFIT	BSEO:0100026	dunning_pp_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2014-05-09
BSEO:0000376	class	cc-pwCVTZ-RIFIT	BSEO:0100023	dunning_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RI Fitting basis for use with cc-pwCVTZ	2008-11-06
BSEO:0000377	class	cc-pwCVTZ-X2C	BSEO:0100028	dunning_x2c	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2019-10-04
BSEO:0000378	class	ccemd-2	BSEO:0100038	lehtola_emd	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	ccemd-2: Correlation-consistent electron momentum density	2013-02-28
BSEO:0000379	class	ccemd-3	BSEO:0100038	lehtola_emd	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	ccemd-3: Correlation-consistent electron momentum density	2013-02-28
BSEO:0000380	class	ccJ-pV5Z	BSEO:0100012	ccj	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-12-17
BSEO:0000381	class	ccJ-pVDZ	BSEO:0100012	ccj	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-12-17
BSEO:0000382	class	ccJ-pVQZ	BSEO:0100012	ccj	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-12-17
BSEO:0000383	class	ccJ-pVTZ	BSEO:0100012	ccj	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2008-12-17
BSEO:0000384	class	ccX-5Z	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Basis set for calculation of core excitations by the correlated wave function linear response and equation-of-motion methods	2021-05-03
BSEO:0000385	class	ccX-DZ	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Basis set for calculation of core excitations by the correlated wave function linear response and equation-of-motion methods	2021-05-03
BSEO:0000386	class	ccX-QZ	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Basis set for calculation of core excitations by the correlated wave function linear response and equation-of-motion methods	2021-05-03
BSEO:0000387	class	ccX-TZ	BSEO:0100033	jensen	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Basis set for calculation of core excitations by the correlated wave function linear response and equation-of-motion methods	2021-05-03
BSEO:0000388	class	coemd-2	BSEO:0100038	lehtola_emd	BSEO:0200008	orbital	BSEO:0300001	coemd-2: completness-optimized for electron momentum density	2012-10-13
BSEO:0000389	class	coemd-3	BSEO:0100038	lehtola_emd	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	coemd-3: completness-optimized for electron momentum density	2012-10-13
BSEO:0000390	class	coemd-4	BSEO:0100038	lehtola_emd	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	coemd-4: completness-optimized for electron momentum density	2012-10-13
BSEO:0000391	class	coemd-ref	BSEO:0100038	lehtola_emd	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	coemd-ref: completness-optimized for electron momentum density	2012-10-13
BSEO:0000392	class	Cologne DKH2	BSEO:0100013	cologne	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002		2012-06-08
BSEO:0000393	class	CRENBL	BSEO:0100014	crenb	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004	CRENBL designed for use with small core potentials	2017-10-11
BSEO:0000394	class	CRENBL ECP	BSEO:0100014	crenb	BSEO:0200008	orbital	BSEO:0300004	CRENBL ECP (Large ECP orbital basis for use with small core potentials)	2017-10-11
BSEO:0000395	class	CRENBS	BSEO:0100014	crenb	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004	CRENBS designed for use with large core potentials	2017-10-11
BSEO:0000396	class	CRENBS ECP	BSEO:0100014	crenb	BSEO:0200008	orbital	BSEO:0300004	CRENBS ECP (Small ECP orbital basis for use with relativistic, large core ECPs)	2017-10-11
BSEO:0000397	class	d-aug-cc-pV5Z	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	V5Z4PD  Valence Quintuple Zeta + Polarization + Diffuse	2007-01-15
BSEO:0000398	class	d-aug-cc-pV6Z	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	V6Z5P   Valence Sextuple Zeta + Polarization + Diffuse	2007-01-15
BSEO:0000399	class	d-aug-cc-pVDZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZ2PD  Valence Double Zeta + Polarization + Diffuse	2007-01-15
BSEO:0000400	class	d-aug-cc-pVQZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VQZ3PD  Valence Quadruple Zeta + Polarization + Diffuse	2007-01-15
BSEO:0000401	class	d-aug-cc-pVTZ	BSEO:0100018	dunning	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VTZ2PD  Valence Triple Zeta + Polarization + Diffuse	2007-01-15
BSEO:0000402	class	def2-ECP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300004	ECP for use with Ahlrichs def2 basis sets	2008-08-21
BSEO:0000403	class	def2-mTZVP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	def2-mTZVP basis for B97-3c method	2023-06-06
BSEO:0000404	class	def2-mTZVPP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	def2-mTZVPP basis for r2SCAN-3c method	2023-06-06
BSEO:0000405	class	def2-mTZVPP-RIJ	BSEO:0100002	ahlrichs	BSEO:0200005	jfit	BSEO:0300001|BSEO:0300002	def2-mTZVPP RI-J basis for r2SCAN-3c method	2023-11-10
BSEO:0000406	class	def2-QZVP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2009-01-06
BSEO:0000407	class	def2-QZVP-RIFIT	BSEO:0100004	ahlrichs_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RIMP2 auxiliary basis for def2-QZVPP	2018-10-10
BSEO:0000408	class	def2-QZVPD	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2011-04-22
BSEO:0000409	class	def2-QZVPP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2009-01-06
BSEO:0000410	class	def2-QZVPP-RIFIT	BSEO:0100004	ahlrichs_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RIMP2 auxiliary basis for def2-QZVPP	2018-10-10
BSEO:0000411	class	def2-QZVPPD	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2011-04-22
BSEO:0000412	class	def2-QZVPPD-RIFIT	BSEO:0100004	ahlrichs_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2018-10-10
BSEO:0000413	class	def2-SV(P)	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2009-01-06
BSEO:0000414	class	def2-SV(P)-JKFIT	BSEO:0100004	ahlrichs_fit	BSEO:0200006	jkfit	BSEO:0300001|BSEO:0300002	Coulomb/Exchange fitting auxiliary basis for def2 basis sets	2018-10-10
BSEO:0000415	class	def2-SV(P)-RIFIT	BSEO:0100004	ahlrichs_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RIMP2 auxiliary basis for def2-SV(P)	2018-10-10
BSEO:0000416	class	def2-SVP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2009-01-06
BSEO:0000417	class	def2-SVP-RIFIT	BSEO:0100004	ahlrichs_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2018-10-10
BSEO:0000418	class	def2-SVPD	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2011-04-22
BSEO:0000419	class	def2-SVPD-RIFIT	BSEO:0100004	ahlrichs_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2018-10-10
BSEO:0000420	class	def2-TZVP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2009-02-17
BSEO:0000421	class	def2-TZVP-RIFIT	BSEO:0100004	ahlrichs_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002	RIMP2 auxiliary basis for def2-TZVP	2018-10-10
BSEO:0000422	class	def2-TZVPD	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2011-09-02
BSEO:0000423	class	def2-TZVPD-RIFIT	BSEO:0100004	ahlrichs_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2018-10-10
BSEO:0000424	class	def2-TZVPP	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2009-02-17
BSEO:0000425	class	def2-TZVPP-RIFIT	BSEO:0100004	ahlrichs_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2018-10-10
BSEO:0000426	class	def2-TZVPPD	BSEO:0100002	ahlrichs	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002|BSEO:0300004		2011-04-22
BSEO:0000427	class	def2-TZVPPD-RIFIT	BSEO:0100004	ahlrichs_fit	BSEO:0200009	rifit	BSEO:0300001|BSEO:0300002		2018-10-10
BSEO:0000428	class	def2-universal-JFIT	BSEO:0100004	ahlrichs_fit	BSEO:0200005	jfit	BSEO:0300001|BSEO:0300002	Coulomb fitting auxiliary basis for def2 basis sets	2018-10-01
BSEO:0000429	class	def2-universal-JKFIT	BSEO:0100004	ahlrichs_fit	BSEO:0200006	jkfit	BSEO:0300001|BSEO:0300002	Coulomb/Exchange fitting auxiliary basis for def2 basis sets	2018-10-10
BSEO:0000430	class	deMon2k-DZVP-GGA	BSEO:0100015	demon2k	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	DZVP-GGA basis of the deMon2k code	2021-02-23
BSEO:0000431	class	DFO+-NRLMOL	BSEO:0100016	dfo	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300003	DFO+ basis from NRLMOL	2020-12-17
BSEO:0000432	class	DFO-1	BSEO:0100016	dfo	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Optimized gaussian basis set for Density-functional calculations	2019-10-18
BSEO:0000433	class	DFO-1-BHS	BSEO:0100016	dfo	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Optimized gaussian basis set for Density-functional calculations (requiring pseudopotential)	2019-10-18
BSEO:0000434	class	DFO-2	BSEO:0100016	dfo	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	Optimized gaussian basis set for Density-functional calculations	2019-10-18
BSEO:0000435	class	DFO-NRLMOL	BSEO:0100016	dfo	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300003	DFO basis from NRLMOL	2020-12-17
BSEO:0000436	class	dgauss-a1-dftjfit	BSEO:0100017	dgauss	BSEO:0200002	dftjfit	BSEO:0300001|BSEO:0300002	DGauss A1 DFT Columb Fitting	2007-01-15
BSEO:0000437	class	dgauss-a1-dftxfit	BSEO:0100017	dgauss	BSEO:0200003	dftxfit	BSEO:0300001|BSEO:0300002	DGauss A1 DFT Exchange Fitting	2007-01-15
BSEO:0000438	class	dgauss-a2-dftjfit	BSEO:0100017	dgauss	BSEO:0200002	dftjfit	BSEO:0300001|BSEO:0300002	DGauss A2 DFT Columb Fitting	2007-01-15
BSEO:0000439	class	dgauss-a2-dftxfit	BSEO:0100017	dgauss	BSEO:0200003	dftxfit	BSEO:0300001|BSEO:0300002	DGauss A2 DFT Exchange Fitting	2007-01-15
BSEO:0000440	class	dgauss-dzvp	BSEO:0100017	dgauss	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZP Valence Double Zeta + Polarization designed for DFT	2007-01-15
BSEO:0000441	class	dgauss-dzvp2	BSEO:0100017	dgauss	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VDZP Valence Double Zeta + Polarization designed for DFT	2007-01-15
BSEO:0000442	class	dgauss-tzvp	BSEO:0100017	dgauss	BSEO:0200008	orbital	BSEO:0300001|BSEO:0300002	VTZP Valence Triple Zeta + Polarization designed for DFT	2007-01-15
