ID	TYPE	basis set	element	element CURIE	element name
BSEO:0000085	class	ANO-R0	26	CHEBI:18248	iron
BSEO:0000085	class	ANO-R0	27	CHEBI:27638	cobalt
BSEO:0000085	class	ANO-R0	28	CHEBI:28112	nickel
BSEO:0000085	class	ANO-R0	29	CHEBI:28694	copper
BSEO:0000085	class	ANO-R0	30	CHEBI:27363	zinc
BSEO:0000085	class	ANO-R0	31	CHEBI:49631	gallium
BSEO:0000085	class	ANO-R0	32	CHEBI:30441	germanium
BSEO:0000085	class	ANO-R0	33	CHEBI:27563	arsenic
BSEO:0000085	class	ANO-R0	34	CHEBI:27568	selenium
BSEO:0000085	class	ANO-R0	35	CHEBI:22927	bromine
BSEO:0000085	class	ANO-R0	36	CHEBI:49696	krypton
BSEO:0000085	class	ANO-R0	37	CHEBI:33322	rubidium
BSEO:0000085	class	ANO-R0	38	CHEBI:33324	strontium
BSEO:0000085	class	ANO-R0	39	CHEBI:33331	yttrium
BSEO:0000085	class	ANO-R0	40	CHEBI:33342	zirconium
BSEO:0000085	class	ANO-R0	41	CHEBI:33344	niobium
BSEO:0000085	class	ANO-R0	42	CHEBI:28685	molybdenum
BSEO:0000085	class	ANO-R0	43	CHEBI:33353	technetium
BSEO:0000085	class	ANO-R0	44	CHEBI:30682	ruthenium
BSEO:0000085	class	ANO-R0	45	CHEBI:33359	rhodium
BSEO:0000085	class	ANO-R0	46	CHEBI:33363	palladium
BSEO:0000085	class	ANO-R0	47	CHEBI:30512	silver
BSEO:0000085	class	ANO-R0	48	CHEBI:22977	cadmium
BSEO:0000085	class	ANO-R0	49	CHEBI:30430	indium
BSEO:0000085	class	ANO-R0	50	CHEBI:27007	tin
BSEO:0000085	class	ANO-R0	51	CHEBI:30513	antimony
BSEO:0000085	class	ANO-R0	52	CHEBI:30452	tellurium
BSEO:0000085	class	ANO-R0	53	CHEBI:24859	iodine
BSEO:0000085	class	ANO-R0	54	CHEBI:49957	xenon
BSEO:0000085	class	ANO-R0	55	CHEBI:30514	caesium
BSEO:0000085	class	ANO-R0	56	CHEBI:32594	barium
BSEO:0000085	class	ANO-R0	57	CHEBI:33336	lanthanum
BSEO:0000085	class	ANO-R0	58	CHEBI:33369	cerium
BSEO:0000085	class	ANO-R0	59	CHEBI:49828	praseodymium
BSEO:0000085	class	ANO-R0	60	CHEBI:33372	neodymium
BSEO:0000085	class	ANO-R0	61	CHEBI:33373	promethium
BSEO:0000085	class	ANO-R0	62	CHEBI:33374	samarium
BSEO:0000085	class	ANO-R0	63	CHEBI:32999	europium
BSEO:0000085	class	ANO-R0	64	CHEBI:33375	gadolinium
BSEO:0000085	class	ANO-R0	65	CHEBI:33376	terbium
BSEO:0000085	class	ANO-R0	66	CHEBI:33377	dysprosium
BSEO:0000085	class	ANO-R0	67	CHEBI:49648	holmium
BSEO:0000085	class	ANO-R0	68	CHEBI:33379	erbium
BSEO:0000085	class	ANO-R0	69	CHEBI:33380	thulium
BSEO:0000085	class	ANO-R0	70	CHEBI:33381	ytterbium
BSEO:0000085	class	ANO-R0	71	CHEBI:33382	lutetium
BSEO:0000085	class	ANO-R0	72	CHEBI:33343	hafnium
BSEO:0000085	class	ANO-R0	73	CHEBI:33348	tantalum
BSEO:0000085	class	ANO-R0	74	CHEBI:27998	tungsten
BSEO:0000085	class	ANO-R0	75	CHEBI:49882	rhenium
BSEO:0000085	class	ANO-R0	76	CHEBI:30687	osmium
BSEO:0000085	class	ANO-R0	77	CHEBI:49666	iridium
BSEO:0000085	class	ANO-R0	78	CHEBI:33364	platinum
BSEO:0000085	class	ANO-R0	79	CHEBI:29287	gold
BSEO:0000085	class	ANO-R0	80	CHEBI:25195	mercury
BSEO:0000085	class	ANO-R0	81	CHEBI:30440	thallium
BSEO:0000085	class	ANO-R0	82	CHEBI:25016	lead
BSEO:0000085	class	ANO-R0	83	CHEBI:33301	bismuth
BSEO:0000085	class	ANO-R0	84	CHEBI:33313	polonium
BSEO:0000085	class	ANO-R0	85	CHEBI:30415	astatine
BSEO:0000085	class	ANO-R0	86	CHEBI:33314	radon
BSEO:0000086	class	ANO-R1	1	CHEBI:49637	hydrogen
BSEO:0000086	class	ANO-R1	2	CHEBI:30217	helium
BSEO:0000086	class	ANO-R1	3	CHEBI:30145	lithium
BSEO:0000086	class	ANO-R1	4	CHEBI:30501	beryllium
BSEO:0000086	class	ANO-R1	5	CHEBI:27560	boron
BSEO:0000086	class	ANO-R1	6	CHEBI:27594	carbon
BSEO:0000086	class	ANO-R1	7	CHEBI:25555	nitrogen
BSEO:0000086	class	ANO-R1	8	CHEBI:25805	oxygen
BSEO:0000086	class	ANO-R1	9	CHEBI:24061	fluorine
BSEO:0000086	class	ANO-R1	10	CHEBI:33310	neon
BSEO:0000086	class	ANO-R1	11	CHEBI:26708	sodium
BSEO:0000086	class	ANO-R1	12	CHEBI:25107	magnesium
BSEO:0000086	class	ANO-R1	13	CHEBI:28984	aluminium
BSEO:0000086	class	ANO-R1	14	CHEBI:27573	silicon
BSEO:0000086	class	ANO-R1	15	CHEBI:28659	phosphorus
BSEO:0000086	class	ANO-R1	16	CHEBI:26833	sulfur
BSEO:0000086	class	ANO-R1	17	CHEBI:23116	chlorine
BSEO:0000086	class	ANO-R1	18	CHEBI:49475	argon
BSEO:0000086	class	ANO-R1	19	CHEBI:26216	potassium
BSEO:0000086	class	ANO-R1	20	CHEBI:22984	calcium
BSEO:0000086	class	ANO-R1	21	CHEBI:33330	scandium
BSEO:0000086	class	ANO-R1	22	CHEBI:33341	titanium
BSEO:0000086	class	ANO-R1	23	CHEBI:27698	vanadium
BSEO:0000086	class	ANO-R1	24	CHEBI:28073	chromium
BSEO:0000086	class	ANO-R1	25	CHEBI:18291	manganese
BSEO:0000086	class	ANO-R1	26	CHEBI:18248	iron
BSEO:0000086	class	ANO-R1	27	CHEBI:27638	cobalt
BSEO:0000086	class	ANO-R1	28	CHEBI:28112	nickel
BSEO:0000086	class	ANO-R1	29	CHEBI:28694	copper
BSEO:0000086	class	ANO-R1	30	CHEBI:27363	zinc
BSEO:0000086	class	ANO-R1	31	CHEBI:49631	gallium
BSEO:0000086	class	ANO-R1	32	CHEBI:30441	germanium
BSEO:0000086	class	ANO-R1	33	CHEBI:27563	arsenic
BSEO:0000086	class	ANO-R1	34	CHEBI:27568	selenium
BSEO:0000086	class	ANO-R1	35	CHEBI:22927	bromine
BSEO:0000086	class	ANO-R1	36	CHEBI:49696	krypton
BSEO:0000086	class	ANO-R1	37	CHEBI:33322	rubidium
BSEO:0000086	class	ANO-R1	38	CHEBI:33324	strontium
BSEO:0000086	class	ANO-R1	39	CHEBI:33331	yttrium
BSEO:0000086	class	ANO-R1	40	CHEBI:33342	zirconium
BSEO:0000086	class	ANO-R1	41	CHEBI:33344	niobium
BSEO:0000086	class	ANO-R1	42	CHEBI:28685	molybdenum
BSEO:0000086	class	ANO-R1	43	CHEBI:33353	technetium
BSEO:0000086	class	ANO-R1	44	CHEBI:30682	ruthenium
BSEO:0000086	class	ANO-R1	45	CHEBI:33359	rhodium
BSEO:0000086	class	ANO-R1	46	CHEBI:33363	palladium
BSEO:0000086	class	ANO-R1	47	CHEBI:30512	silver
BSEO:0000086	class	ANO-R1	48	CHEBI:22977	cadmium
BSEO:0000086	class	ANO-R1	49	CHEBI:30430	indium
BSEO:0000086	class	ANO-R1	50	CHEBI:27007	tin
BSEO:0000086	class	ANO-R1	51	CHEBI:30513	antimony
BSEO:0000086	class	ANO-R1	52	CHEBI:30452	tellurium
BSEO:0000086	class	ANO-R1	53	CHEBI:24859	iodine
BSEO:0000086	class	ANO-R1	54	CHEBI:49957	xenon
BSEO:0000086	class	ANO-R1	55	CHEBI:30514	caesium
BSEO:0000086	class	ANO-R1	56	CHEBI:32594	barium
BSEO:0000086	class	ANO-R1	57	CHEBI:33336	lanthanum
BSEO:0000086	class	ANO-R1	58	CHEBI:33369	cerium
BSEO:0000086	class	ANO-R1	59	CHEBI:49828	praseodymium
BSEO:0000086	class	ANO-R1	60	CHEBI:33372	neodymium
BSEO:0000086	class	ANO-R1	61	CHEBI:33373	promethium
BSEO:0000086	class	ANO-R1	62	CHEBI:33374	samarium
BSEO:0000086	class	ANO-R1	63	CHEBI:32999	europium
BSEO:0000086	class	ANO-R1	64	CHEBI:33375	gadolinium
BSEO:0000086	class	ANO-R1	65	CHEBI:33376	terbium
BSEO:0000086	class	ANO-R1	66	CHEBI:33377	dysprosium
BSEO:0000086	class	ANO-R1	67	CHEBI:49648	holmium
BSEO:0000086	class	ANO-R1	68	CHEBI:33379	erbium
BSEO:0000086	class	ANO-R1	69	CHEBI:33380	thulium
BSEO:0000086	class	ANO-R1	70	CHEBI:33381	ytterbium
BSEO:0000086	class	ANO-R1	71	CHEBI:33382	lutetium
BSEO:0000086	class	ANO-R1	72	CHEBI:33343	hafnium
BSEO:0000086	class	ANO-R1	73	CHEBI:33348	tantalum
BSEO:0000086	class	ANO-R1	74	CHEBI:27998	tungsten
BSEO:0000086	class	ANO-R1	75	CHEBI:49882	rhenium
BSEO:0000086	class	ANO-R1	76	CHEBI:30687	osmium
BSEO:0000086	class	ANO-R1	77	CHEBI:49666	iridium
BSEO:0000086	class	ANO-R1	78	CHEBI:33364	platinum
BSEO:0000086	class	ANO-R1	79	CHEBI:29287	gold
BSEO:0000086	class	ANO-R1	80	CHEBI:25195	mercury
BSEO:0000086	class	ANO-R1	81	CHEBI:30440	thallium
BSEO:0000086	class	ANO-R1	82	CHEBI:25016	lead
BSEO:0000086	class	ANO-R1	83	CHEBI:33301	bismuth
BSEO:0000086	class	ANO-R1	84	CHEBI:33313	polonium
BSEO:0000086	class	ANO-R1	85	CHEBI:30415	astatine
BSEO:0000086	class	ANO-R1	86	CHEBI:33314	radon
BSEO:0000087	class	ANO-R2	1	CHEBI:49637	hydrogen
BSEO:0000087	class	ANO-R2	2	CHEBI:30217	helium
BSEO:0000087	class	ANO-R2	3	CHEBI:30145	lithium
BSEO:0000087	class	ANO-R2	4	CHEBI:30501	beryllium
BSEO:0000087	class	ANO-R2	5	CHEBI:27560	boron
BSEO:0000087	class	ANO-R2	6	CHEBI:27594	carbon
BSEO:0000087	class	ANO-R2	7	CHEBI:25555	nitrogen
BSEO:0000087	class	ANO-R2	8	CHEBI:25805	oxygen
BSEO:0000087	class	ANO-R2	9	CHEBI:24061	fluorine
BSEO:0000087	class	ANO-R2	10	CHEBI:33310	neon
BSEO:0000087	class	ANO-R2	11	CHEBI:26708	sodium
BSEO:0000087	class	ANO-R2	12	CHEBI:25107	magnesium
BSEO:0000087	class	ANO-R2	13	CHEBI:28984	aluminium
BSEO:0000087	class	ANO-R2	14	CHEBI:27573	silicon
BSEO:0000087	class	ANO-R2	15	CHEBI:28659	phosphorus
BSEO:0000087	class	ANO-R2	16	CHEBI:26833	sulfur
BSEO:0000087	class	ANO-R2	17	CHEBI:23116	chlorine
BSEO:0000087	class	ANO-R2	18	CHEBI:49475	argon
BSEO:0000087	class	ANO-R2	19	CHEBI:26216	potassium
BSEO:0000087	class	ANO-R2	20	CHEBI:22984	calcium
BSEO:0000087	class	ANO-R2	21	CHEBI:33330	scandium
BSEO:0000087	class	ANO-R2	22	CHEBI:33341	titanium
BSEO:0000087	class	ANO-R2	23	CHEBI:27698	vanadium
BSEO:0000087	class	ANO-R2	24	CHEBI:28073	chromium
BSEO:0000087	class	ANO-R2	25	CHEBI:18291	manganese
BSEO:0000087	class	ANO-R2	26	CHEBI:18248	iron
BSEO:0000087	class	ANO-R2	27	CHEBI:27638	cobalt
BSEO:0000087	class	ANO-R2	28	CHEBI:28112	nickel
BSEO:0000087	class	ANO-R2	29	CHEBI:28694	copper
BSEO:0000087	class	ANO-R2	30	CHEBI:27363	zinc
BSEO:0000087	class	ANO-R2	31	CHEBI:49631	gallium
BSEO:0000087	class	ANO-R2	32	CHEBI:30441	germanium
BSEO:0000087	class	ANO-R2	33	CHEBI:27563	arsenic
BSEO:0000087	class	ANO-R2	34	CHEBI:27568	selenium
BSEO:0000087	class	ANO-R2	35	CHEBI:22927	bromine
BSEO:0000087	class	ANO-R2	36	CHEBI:49696	krypton
BSEO:0000087	class	ANO-R2	37	CHEBI:33322	rubidium
BSEO:0000087	class	ANO-R2	38	CHEBI:33324	strontium
BSEO:0000087	class	ANO-R2	39	CHEBI:33331	yttrium
BSEO:0000087	class	ANO-R2	40	CHEBI:33342	zirconium
BSEO:0000087	class	ANO-R2	41	CHEBI:33344	niobium
BSEO:0000087	class	ANO-R2	42	CHEBI:28685	molybdenum
BSEO:0000087	class	ANO-R2	43	CHEBI:33353	technetium
BSEO:0000087	class	ANO-R2	44	CHEBI:30682	ruthenium
BSEO:0000087	class	ANO-R2	45	CHEBI:33359	rhodium
BSEO:0000087	class	ANO-R2	46	CHEBI:33363	palladium
BSEO:0000087	class	ANO-R2	47	CHEBI:30512	silver
BSEO:0000087	class	ANO-R2	48	CHEBI:22977	cadmium
BSEO:0000087	class	ANO-R2	49	CHEBI:30430	indium
BSEO:0000087	class	ANO-R2	50	CHEBI:27007	tin
BSEO:0000087	class	ANO-R2	51	CHEBI:30513	antimony
BSEO:0000087	class	ANO-R2	52	CHEBI:30452	tellurium
BSEO:0000087	class	ANO-R2	53	CHEBI:24859	iodine
BSEO:0000087	class	ANO-R2	54	CHEBI:49957	xenon
BSEO:0000087	class	ANO-R2	55	CHEBI:30514	caesium
BSEO:0000087	class	ANO-R2	56	CHEBI:32594	barium
BSEO:0000087	class	ANO-R2	57	CHEBI:33336	lanthanum
BSEO:0000087	class	ANO-R2	58	CHEBI:33369	cerium
BSEO:0000087	class	ANO-R2	59	CHEBI:49828	praseodymium
BSEO:0000087	class	ANO-R2	60	CHEBI:33372	neodymium
BSEO:0000087	class	ANO-R2	61	CHEBI:33373	promethium
BSEO:0000087	class	ANO-R2	62	CHEBI:33374	samarium
BSEO:0000087	class	ANO-R2	63	CHEBI:32999	europium
BSEO:0000087	class	ANO-R2	64	CHEBI:33375	gadolinium
BSEO:0000087	class	ANO-R2	65	CHEBI:33376	terbium
BSEO:0000087	class	ANO-R2	66	CHEBI:33377	dysprosium
BSEO:0000087	class	ANO-R2	67	CHEBI:49648	holmium
BSEO:0000087	class	ANO-R2	68	CHEBI:33379	erbium
BSEO:0000087	class	ANO-R2	69	CHEBI:33380	thulium
BSEO:0000087	class	ANO-R2	70	CHEBI:33381	ytterbium
BSEO:0000087	class	ANO-R2	71	CHEBI:33382	lutetium
BSEO:0000087	class	ANO-R2	72	CHEBI:33343	hafnium
BSEO:0000087	class	ANO-R2	73	CHEBI:33348	tantalum
BSEO:0000087	class	ANO-R2	74	CHEBI:27998	tungsten
BSEO:0000087	class	ANO-R2	75	CHEBI:49882	rhenium
BSEO:0000087	class	ANO-R2	76	CHEBI:30687	osmium
BSEO:0000087	class	ANO-R2	77	CHEBI:49666	iridium
BSEO:0000087	class	ANO-R2	78	CHEBI:33364	platinum
BSEO:0000087	class	ANO-R2	79	CHEBI:29287	gold
BSEO:0000087	class	ANO-R2	80	CHEBI:25195	mercury
BSEO:0000087	class	ANO-R2	81	CHEBI:30440	thallium
BSEO:0000087	class	ANO-R2	82	CHEBI:25016	lead
BSEO:0000087	class	ANO-R2	83	CHEBI:33301	bismuth
BSEO:0000087	class	ANO-R2	84	CHEBI:33313	polonium
BSEO:0000087	class	ANO-R2	85	CHEBI:30415	astatine
BSEO:0000087	class	ANO-R2	86	CHEBI:33314	radon
BSEO:0000088	class	ANO-R3	1	CHEBI:49637	hydrogen
BSEO:0000088	class	ANO-R3	2	CHEBI:30217	helium
BSEO:0000088	class	ANO-R3	3	CHEBI:30145	lithium
BSEO:0000088	class	ANO-R3	4	CHEBI:30501	beryllium
BSEO:0000088	class	ANO-R3	5	CHEBI:27560	boron
BSEO:0000088	class	ANO-R3	6	CHEBI:27594	carbon
BSEO:0000088	class	ANO-R3	7	CHEBI:25555	nitrogen
BSEO:0000088	class	ANO-R3	8	CHEBI:25805	oxygen
BSEO:0000088	class	ANO-R3	9	CHEBI:24061	fluorine
BSEO:0000088	class	ANO-R3	10	CHEBI:33310	neon
BSEO:0000088	class	ANO-R3	11	CHEBI:26708	sodium
BSEO:0000088	class	ANO-R3	12	CHEBI:25107	magnesium
BSEO:0000088	class	ANO-R3	13	CHEBI:28984	aluminium
BSEO:0000088	class	ANO-R3	14	CHEBI:27573	silicon
BSEO:0000088	class	ANO-R3	15	CHEBI:28659	phosphorus
BSEO:0000088	class	ANO-R3	16	CHEBI:26833	sulfur
BSEO:0000088	class	ANO-R3	17	CHEBI:23116	chlorine
BSEO:0000088	class	ANO-R3	18	CHEBI:49475	argon
BSEO:0000088	class	ANO-R3	19	CHEBI:26216	potassium
BSEO:0000088	class	ANO-R3	20	CHEBI:22984	calcium
BSEO:0000088	class	ANO-R3	21	CHEBI:33330	scandium
BSEO:0000088	class	ANO-R3	22	CHEBI:33341	titanium
BSEO:0000088	class	ANO-R3	23	CHEBI:27698	vanadium
BSEO:0000088	class	ANO-R3	24	CHEBI:28073	chromium
BSEO:0000088	class	ANO-R3	25	CHEBI:18291	manganese
BSEO:0000088	class	ANO-R3	26	CHEBI:18248	iron
BSEO:0000088	class	ANO-R3	27	CHEBI:27638	cobalt
BSEO:0000088	class	ANO-R3	28	CHEBI:28112	nickel
BSEO:0000088	class	ANO-R3	29	CHEBI:28694	copper
BSEO:0000088	class	ANO-R3	30	CHEBI:27363	zinc
BSEO:0000088	class	ANO-R3	31	CHEBI:49631	gallium
BSEO:0000088	class	ANO-R3	32	CHEBI:30441	germanium
BSEO:0000088	class	ANO-R3	33	CHEBI:27563	arsenic
BSEO:0000088	class	ANO-R3	34	CHEBI:27568	selenium
BSEO:0000088	class	ANO-R3	35	CHEBI:22927	bromine
BSEO:0000088	class	ANO-R3	36	CHEBI:49696	krypton
BSEO:0000088	class	ANO-R3	37	CHEBI:33322	rubidium
BSEO:0000088	class	ANO-R3	38	CHEBI:33324	strontium
BSEO:0000088	class	ANO-R3	39	CHEBI:33331	yttrium
BSEO:0000088	class	ANO-R3	40	CHEBI:33342	zirconium
BSEO:0000088	class	ANO-R3	41	CHEBI:33344	niobium
BSEO:0000088	class	ANO-R3	42	CHEBI:28685	molybdenum
BSEO:0000088	class	ANO-R3	43	CHEBI:33353	technetium
BSEO:0000088	class	ANO-R3	44	CHEBI:30682	ruthenium
BSEO:0000088	class	ANO-R3	45	CHEBI:33359	rhodium
BSEO:0000088	class	ANO-R3	46	CHEBI:33363	palladium
BSEO:0000088	class	ANO-R3	47	CHEBI:30512	silver
BSEO:0000088	class	ANO-R3	48	CHEBI:22977	cadmium
BSEO:0000088	class	ANO-R3	49	CHEBI:30430	indium
BSEO:0000088	class	ANO-R3	50	CHEBI:27007	tin
BSEO:0000088	class	ANO-R3	51	CHEBI:30513	antimony
BSEO:0000088	class	ANO-R3	52	CHEBI:30452	tellurium
BSEO:0000088	class	ANO-R3	53	CHEBI:24859	iodine
BSEO:0000088	class	ANO-R3	54	CHEBI:49957	xenon
BSEO:0000088	class	ANO-R3	55	CHEBI:30514	caesium
BSEO:0000088	class	ANO-R3	56	CHEBI:32594	barium
BSEO:0000088	class	ANO-R3	57	CHEBI:33336	lanthanum
BSEO:0000088	class	ANO-R3	58	CHEBI:33369	cerium
BSEO:0000088	class	ANO-R3	59	CHEBI:49828	praseodymium
BSEO:0000088	class	ANO-R3	60	CHEBI:33372	neodymium
BSEO:0000088	class	ANO-R3	61	CHEBI:33373	promethium
BSEO:0000088	class	ANO-R3	62	CHEBI:33374	samarium
BSEO:0000088	class	ANO-R3	63	CHEBI:32999	europium
BSEO:0000088	class	ANO-R3	64	CHEBI:33375	gadolinium
BSEO:0000088	class	ANO-R3	65	CHEBI:33376	terbium
BSEO:0000088	class	ANO-R3	66	CHEBI:33377	dysprosium
BSEO:0000088	class	ANO-R3	67	CHEBI:49648	holmium
BSEO:0000088	class	ANO-R3	68	CHEBI:33379	erbium
BSEO:0000088	class	ANO-R3	69	CHEBI:33380	thulium
BSEO:0000088	class	ANO-R3	70	CHEBI:33381	ytterbium
BSEO:0000088	class	ANO-R3	71	CHEBI:33382	lutetium
BSEO:0000088	class	ANO-R3	72	CHEBI:33343	hafnium
BSEO:0000088	class	ANO-R3	73	CHEBI:33348	tantalum
BSEO:0000088	class	ANO-R3	74	CHEBI:27998	tungsten
BSEO:0000088	class	ANO-R3	75	CHEBI:49882	rhenium
BSEO:0000088	class	ANO-R3	76	CHEBI:30687	osmium
BSEO:0000088	class	ANO-R3	77	CHEBI:49666	iridium
BSEO:0000088	class	ANO-R3	78	CHEBI:33364	platinum
BSEO:0000088	class	ANO-R3	79	CHEBI:29287	gold
BSEO:0000088	class	ANO-R3	80	CHEBI:25195	mercury
BSEO:0000088	class	ANO-R3	81	CHEBI:30440	thallium
BSEO:0000088	class	ANO-R3	82	CHEBI:25016	lead
BSEO:0000088	class	ANO-R3	83	CHEBI:33301	bismuth
BSEO:0000088	class	ANO-R3	84	CHEBI:33313	polonium
BSEO:0000088	class	ANO-R3	85	CHEBI:30415	astatine
BSEO:0000088	class	ANO-R3	86	CHEBI:33314	radon
BSEO:0000089	class	ANO-RCC	1	CHEBI:49637	hydrogen
BSEO:0000089	class	ANO-RCC	2	CHEBI:30217	helium
BSEO:0000089	class	ANO-RCC	3	CHEBI:30145	lithium
BSEO:0000089	class	ANO-RCC	4	CHEBI:30501	beryllium
BSEO:0000089	class	ANO-RCC	5	CHEBI:27560	boron
BSEO:0000089	class	ANO-RCC	6	CHEBI:27594	carbon
BSEO:0000089	class	ANO-RCC	7	CHEBI:25555	nitrogen
BSEO:0000089	class	ANO-RCC	8	CHEBI:25805	oxygen
BSEO:0000089	class	ANO-RCC	9	CHEBI:24061	fluorine
BSEO:0000089	class	ANO-RCC	10	CHEBI:33310	neon
BSEO:0000089	class	ANO-RCC	11	CHEBI:26708	sodium
BSEO:0000089	class	ANO-RCC	12	CHEBI:25107	magnesium
BSEO:0000089	class	ANO-RCC	13	CHEBI:28984	aluminium
BSEO:0000089	class	ANO-RCC	14	CHEBI:27573	silicon
BSEO:0000089	class	ANO-RCC	15	CHEBI:28659	phosphorus
BSEO:0000089	class	ANO-RCC	16	CHEBI:26833	sulfur
BSEO:0000089	class	ANO-RCC	17	CHEBI:23116	chlorine
BSEO:0000089	class	ANO-RCC	18	CHEBI:49475	argon
BSEO:0000089	class	ANO-RCC	19	CHEBI:26216	potassium
BSEO:0000089	class	ANO-RCC	20	CHEBI:22984	calcium
BSEO:0000089	class	ANO-RCC	21	CHEBI:33330	scandium
BSEO:0000089	class	ANO-RCC	22	CHEBI:33341	titanium
BSEO:0000089	class	ANO-RCC	23	CHEBI:27698	vanadium
BSEO:0000089	class	ANO-RCC	24	CHEBI:28073	chromium
BSEO:0000089	class	ANO-RCC	25	CHEBI:18291	manganese
BSEO:0000089	class	ANO-RCC	26	CHEBI:18248	iron
BSEO:0000089	class	ANO-RCC	27	CHEBI:27638	cobalt
BSEO:0000089	class	ANO-RCC	28	CHEBI:28112	nickel
BSEO:0000089	class	ANO-RCC	29	CHEBI:28694	copper
BSEO:0000089	class	ANO-RCC	30	CHEBI:27363	zinc
BSEO:0000089	class	ANO-RCC	31	CHEBI:49631	gallium
BSEO:0000089	class	ANO-RCC	32	CHEBI:30441	germanium
BSEO:0000089	class	ANO-RCC	33	CHEBI:27563	arsenic
BSEO:0000089	class	ANO-RCC	34	CHEBI:27568	selenium
BSEO:0000089	class	ANO-RCC	35	CHEBI:22927	bromine
BSEO:0000089	class	ANO-RCC	36	CHEBI:49696	krypton
BSEO:0000089	class	ANO-RCC	37	CHEBI:33322	rubidium
BSEO:0000089	class	ANO-RCC	38	CHEBI:33324	strontium
BSEO:0000089	class	ANO-RCC	39	CHEBI:33331	yttrium
BSEO:0000089	class	ANO-RCC	40	CHEBI:33342	zirconium
BSEO:0000089	class	ANO-RCC	41	CHEBI:33344	niobium
BSEO:0000089	class	ANO-RCC	42	CHEBI:28685	molybdenum
BSEO:0000089	class	ANO-RCC	43	CHEBI:33353	technetium
BSEO:0000089	class	ANO-RCC	44	CHEBI:30682	ruthenium
BSEO:0000089	class	ANO-RCC	45	CHEBI:33359	rhodium
BSEO:0000089	class	ANO-RCC	46	CHEBI:33363	palladium
BSEO:0000089	class	ANO-RCC	47	CHEBI:30512	silver
BSEO:0000089	class	ANO-RCC	48	CHEBI:22977	cadmium
BSEO:0000089	class	ANO-RCC	49	CHEBI:30430	indium
BSEO:0000089	class	ANO-RCC	50	CHEBI:27007	tin
BSEO:0000089	class	ANO-RCC	51	CHEBI:30513	antimony
BSEO:0000089	class	ANO-RCC	52	CHEBI:30452	tellurium
BSEO:0000089	class	ANO-RCC	53	CHEBI:24859	iodine
BSEO:0000089	class	ANO-RCC	54	CHEBI:49957	xenon
BSEO:0000089	class	ANO-RCC	55	CHEBI:30514	caesium
BSEO:0000089	class	ANO-RCC	56	CHEBI:32594	barium
BSEO:0000089	class	ANO-RCC	57	CHEBI:33336	lanthanum
BSEO:0000089	class	ANO-RCC	58	CHEBI:33369	cerium
BSEO:0000089	class	ANO-RCC	59	CHEBI:49828	praseodymium
BSEO:0000089	class	ANO-RCC	60	CHEBI:33372	neodymium
BSEO:0000089	class	ANO-RCC	61	CHEBI:33373	promethium
BSEO:0000089	class	ANO-RCC	62	CHEBI:33374	samarium
BSEO:0000089	class	ANO-RCC	63	CHEBI:32999	europium
BSEO:0000089	class	ANO-RCC	64	CHEBI:33375	gadolinium
BSEO:0000089	class	ANO-RCC	65	CHEBI:33376	terbium
BSEO:0000089	class	ANO-RCC	66	CHEBI:33377	dysprosium
BSEO:0000089	class	ANO-RCC	67	CHEBI:49648	holmium
BSEO:0000089	class	ANO-RCC	68	CHEBI:33379	erbium
BSEO:0000089	class	ANO-RCC	69	CHEBI:33380	thulium
BSEO:0000089	class	ANO-RCC	70	CHEBI:33381	ytterbium
BSEO:0000089	class	ANO-RCC	71	CHEBI:33382	lutetium
BSEO:0000089	class	ANO-RCC	72	CHEBI:33343	hafnium
BSEO:0000089	class	ANO-RCC	73	CHEBI:33348	tantalum
BSEO:0000089	class	ANO-RCC	74	CHEBI:27998	tungsten
BSEO:0000089	class	ANO-RCC	75	CHEBI:49882	rhenium
BSEO:0000089	class	ANO-RCC	76	CHEBI:30687	osmium
BSEO:0000089	class	ANO-RCC	77	CHEBI:49666	iridium
BSEO:0000089	class	ANO-RCC	78	CHEBI:33364	platinum
BSEO:0000089	class	ANO-RCC	79	CHEBI:29287	gold
BSEO:0000089	class	ANO-RCC	80	CHEBI:25195	mercury
BSEO:0000089	class	ANO-RCC	81	CHEBI:30440	thallium
BSEO:0000089	class	ANO-RCC	82	CHEBI:25016	lead
BSEO:0000089	class	ANO-RCC	83	CHEBI:33301	bismuth
BSEO:0000089	class	ANO-RCC	84	CHEBI:33313	polonium
BSEO:0000089	class	ANO-RCC	85	CHEBI:30415	astatine
BSEO:0000089	class	ANO-RCC	86	CHEBI:33314	radon
BSEO:0000089	class	ANO-RCC	87	CHEBI:33323	francium
BSEO:0000089	class	ANO-RCC	88	CHEBI:33325	radium
BSEO:0000089	class	ANO-RCC	89	CHEBI:33337	actinium
BSEO:0000089	class	ANO-RCC	90	CHEBI:33385	thorium
BSEO:0000089	class	ANO-RCC	91	CHEBI:33386	protactinium
BSEO:0000089	class	ANO-RCC	92	CHEBI:27214	uranium
BSEO:0000089	class	ANO-RCC	93	CHEBI:33387	neptunium
BSEO:0000089	class	ANO-RCC	94	CHEBI:33388	plutonium
BSEO:0000089	class	ANO-RCC	95	CHEBI:33389	americium
BSEO:0000089	class	ANO-RCC	96	CHEBI:33390	curium
BSEO:0000090	class	ANO-RCC-MB	1	CHEBI:49637	hydrogen
