basis set	element	element CURIE	element name
cc-pVDZ	24	CHEBI:28073	chromium
cc-pVDZ	25	CHEBI:18291	manganese
cc-pVDZ	26	CHEBI:18248	iron
cc-pVDZ	27	CHEBI:27638	cobalt
cc-pVDZ	28	CHEBI:28112	nickel
cc-pVDZ	29	CHEBI:28694	copper
cc-pVDZ	30	CHEBI:27363	zinc
cc-pVDZ	31	CHEBI:49631	gallium
cc-pVDZ	32	CHEBI:30441	germanium
cc-pVDZ	33	CHEBI:27563	arsenic
cc-pVDZ	34	CHEBI:27568	selenium
cc-pVDZ	35	CHEBI:22927	bromine
cc-pVDZ	36	CHEBI:49696	krypton
cc-pVDZ	1	CHEBI:49637	hydrogen
cc-pVDZ	2	CHEBI:30217	helium
cc-pVDZ	3	CHEBI:30145	lithium
cc-pVDZ	4	CHEBI:30501	beryllium
cc-pVDZ	5	CHEBI:27560	boron
cc-pVDZ	6	CHEBI:27594	carbon
cc-pVDZ	7	CHEBI:25555	nitrogen
cc-pVDZ	8	CHEBI:25805	oxygen
cc-pVDZ	9	CHEBI:24061	fluorine
cc-pVDZ	10	CHEBI:33310	neon
cc-pVDZ	11	CHEBI:26708	sodium
cc-pVDZ	12	CHEBI:25107	magnesium
cc-pVDZ	13	CHEBI:28984	aluminium
cc-pVDZ	14	CHEBI:27573	silicon
cc-pVDZ	15	CHEBI:28659	phosphorus
cc-pVDZ	16	CHEBI:26833	sulfur
cc-pVDZ	17	CHEBI:23116	chlorine
cc-pVDZ	18	CHEBI:49475	argon
cc-pVDZ	20	CHEBI:22984	calcium
cc-pVDZ	21	CHEBI:33330	scandium
cc-pVDZ	22	CHEBI:33341	titanium
cc-pVDZ	23	CHEBI:27698	vanadium
cc-pVDZ	24	CHEBI:28073	chromium
cc-pVDZ	25	CHEBI:18291	manganese
cc-pVDZ	26	CHEBI:18248	iron
cc-pVDZ	27	CHEBI:27638	cobalt
cc-pVDZ	28	CHEBI:28112	nickel
cc-pVDZ	29	CHEBI:28694	copper
cc-pVDZ	30	CHEBI:27363	zinc
cc-pVDZ	31	CHEBI:49631	gallium
cc-pVDZ	32	CHEBI:30441	germanium
cc-pVDZ	33	CHEBI:27563	arsenic
cc-pVDZ	34	CHEBI:27568	selenium
cc-pVDZ	35	CHEBI:22927	bromine
cc-pVDZ	36	CHEBI:49696	krypton
cc-pVDZ(fi/sf/fw)	1	CHEBI:49637	hydrogen
cc-pVDZ(fi/sf/fw)	2	CHEBI:30217	helium
cc-pVDZ(fi/sf/fw)	5	CHEBI:27560	boron
cc-pVDZ(fi/sf/fw)	6	CHEBI:27594	carbon
cc-pVDZ(fi/sf/fw)	7	CHEBI:25555	nitrogen
cc-pVDZ(fi/sf/fw)	8	CHEBI:25805	oxygen
cc-pVDZ(fi/sf/fw)	9	CHEBI:24061	fluorine
cc-pVDZ(fi/sf/fw)	10	CHEBI:33310	neon
cc-pVDZ(fi/sf/fw)	13	CHEBI:28984	aluminium
cc-pVDZ(fi/sf/fw)	14	CHEBI:27573	silicon
cc-pVDZ(fi/sf/fw)	15	CHEBI:28659	phosphorus
cc-pVDZ(fi/sf/fw)	16	CHEBI:26833	sulfur
cc-pVDZ(fi/sf/fw)	17	CHEBI:23116	chlorine
cc-pVDZ(fi/sf/fw)	18	CHEBI:49475	argon
cc-pVDZ(fi/sf/fw)	31	CHEBI:49631	gallium
cc-pVDZ(fi/sf/fw)	32	CHEBI:30441	germanium
cc-pVDZ(fi/sf/fw)	33	CHEBI:27563	arsenic
cc-pVDZ(fi/sf/fw)	34	CHEBI:27568	selenium
cc-pVDZ(fi/sf/fw)	35	CHEBI:22927	bromine
cc-pVDZ(fi/sf/fw)	36	CHEBI:49696	krypton
cc-pVDZ(fi/sf/lc)	1	CHEBI:49637	hydrogen
cc-pVDZ(fi/sf/lc)	2	CHEBI:30217	helium
cc-pVDZ(fi/sf/lc)	5	CHEBI:27560	boron
cc-pVDZ(fi/sf/lc)	6	CHEBI:27594	carbon
cc-pVDZ(fi/sf/lc)	7	CHEBI:25555	nitrogen
cc-pVDZ(fi/sf/lc)	8	CHEBI:25805	oxygen
cc-pVDZ(fi/sf/lc)	9	CHEBI:24061	fluorine
cc-pVDZ(fi/sf/lc)	10	CHEBI:33310	neon
cc-pVDZ(fi/sf/lc)	13	CHEBI:28984	aluminium
cc-pVDZ(fi/sf/lc)	14	CHEBI:27573	silicon
cc-pVDZ(fi/sf/lc)	15	CHEBI:28659	phosphorus
cc-pVDZ(fi/sf/lc)	16	CHEBI:26833	sulfur
cc-pVDZ(fi/sf/lc)	17	CHEBI:23116	chlorine
cc-pVDZ(fi/sf/lc)	18	CHEBI:49475	argon
cc-pVDZ(fi/sf/lc)	31	CHEBI:49631	gallium
cc-pVDZ(fi/sf/lc)	32	CHEBI:30441	germanium
cc-pVDZ(fi/sf/lc)	33	CHEBI:27563	arsenic
cc-pVDZ(fi/sf/lc)	34	CHEBI:27568	selenium
cc-pVDZ(fi/sf/lc)	35	CHEBI:22927	bromine
cc-pVDZ(fi/sf/lc)	36	CHEBI:49696	krypton
cc-pVDZ(fi/sf/sc)	1	CHEBI:49637	hydrogen
cc-pVDZ(fi/sf/sc)	2	CHEBI:30217	helium
cc-pVDZ(fi/sf/sc)	5	CHEBI:27560	boron
cc-pVDZ(fi/sf/sc)	6	CHEBI:27594	carbon
cc-pVDZ(fi/sf/sc)	7	CHEBI:25555	nitrogen
cc-pVDZ(fi/sf/sc)	8	CHEBI:25805	oxygen
cc-pVDZ(fi/sf/sc)	9	CHEBI:24061	fluorine
cc-pVDZ(fi/sf/sc)	10	CHEBI:33310	neon
cc-pVDZ(fi/sf/sc)	13	CHEBI:28984	aluminium
cc-pVDZ(fi/sf/sc)	14	CHEBI:27573	silicon
cc-pVDZ(fi/sf/sc)	15	CHEBI:28659	phosphorus
cc-pVDZ(fi/sf/sc)	16	CHEBI:26833	sulfur
cc-pVDZ(fi/sf/sc)	17	CHEBI:23116	chlorine
cc-pVDZ(fi/sf/sc)	18	CHEBI:49475	argon
cc-pVDZ(fi/sf/sc)	31	CHEBI:49631	gallium
cc-pVDZ(fi/sf/sc)	32	CHEBI:30441	germanium
cc-pVDZ(fi/sf/sc)	33	CHEBI:27563	arsenic
cc-pVDZ(fi/sf/sc)	34	CHEBI:27568	selenium
cc-pVDZ(fi/sf/sc)	35	CHEBI:22927	bromine
cc-pVDZ(fi/sf/sc)	36	CHEBI:49696	krypton
cc-pVDZ(pt/sf/fw)	1	CHEBI:49637	hydrogen
cc-pVDZ(pt/sf/fw)	2	CHEBI:30217	helium
cc-pVDZ(pt/sf/fw)	5	CHEBI:27560	boron
cc-pVDZ(pt/sf/fw)	6	CHEBI:27594	carbon
cc-pVDZ(pt/sf/fw)	7	CHEBI:25555	nitrogen
cc-pVDZ(pt/sf/fw)	8	CHEBI:25805	oxygen
cc-pVDZ(pt/sf/fw)	9	CHEBI:24061	fluorine
cc-pVDZ(pt/sf/fw)	10	CHEBI:33310	neon
cc-pVDZ(pt/sf/fw)	13	CHEBI:28984	aluminium
cc-pVDZ(pt/sf/fw)	14	CHEBI:27573	silicon
cc-pVDZ(pt/sf/fw)	15	CHEBI:28659	phosphorus
cc-pVDZ(pt/sf/fw)	16	CHEBI:26833	sulfur
cc-pVDZ(pt/sf/fw)	17	CHEBI:23116	chlorine
cc-pVDZ(pt/sf/fw)	18	CHEBI:49475	argon
cc-pVDZ(pt/sf/fw)	31	CHEBI:49631	gallium
cc-pVDZ(pt/sf/fw)	32	CHEBI:30441	germanium
cc-pVDZ(pt/sf/fw)	33	CHEBI:27563	arsenic
cc-pVDZ(pt/sf/fw)	34	CHEBI:27568	selenium
cc-pVDZ(pt/sf/fw)	35	CHEBI:22927	bromine
cc-pVDZ(pt/sf/fw)	36	CHEBI:49696	krypton
cc-pVDZ(pt/sf/lc)	1	CHEBI:49637	hydrogen
cc-pVDZ(pt/sf/lc)	2	CHEBI:30217	helium
cc-pVDZ(pt/sf/lc)	5	CHEBI:27560	boron
cc-pVDZ(pt/sf/lc)	6	CHEBI:27594	carbon
cc-pVDZ(pt/sf/lc)	7	CHEBI:25555	nitrogen
cc-pVDZ(pt/sf/lc)	8	CHEBI:25805	oxygen
cc-pVDZ(pt/sf/lc)	9	CHEBI:24061	fluorine
cc-pVDZ(pt/sf/lc)	10	CHEBI:33310	neon
cc-pVDZ(pt/sf/lc)	13	CHEBI:28984	aluminium
cc-pVDZ(pt/sf/lc)	14	CHEBI:27573	silicon
cc-pVDZ(pt/sf/lc)	15	CHEBI:28659	phosphorus
cc-pVDZ(pt/sf/lc)	16	CHEBI:26833	sulfur
cc-pVDZ(pt/sf/lc)	17	CHEBI:23116	chlorine
cc-pVDZ(pt/sf/lc)	18	CHEBI:49475	argon
cc-pVDZ(pt/sf/lc)	31	CHEBI:49631	gallium
cc-pVDZ(pt/sf/lc)	32	CHEBI:30441	germanium
cc-pVDZ(pt/sf/lc)	33	CHEBI:27563	arsenic
cc-pVDZ(pt/sf/lc)	34	CHEBI:27568	selenium
cc-pVDZ(pt/sf/lc)	35	CHEBI:22927	bromine
cc-pVDZ(pt/sf/lc)	36	CHEBI:49696	krypton
cc-pVDZ(pt/sf/sc)	1	CHEBI:49637	hydrogen
cc-pVDZ(pt/sf/sc)	2	CHEBI:30217	helium
cc-pVDZ(pt/sf/sc)	5	CHEBI:27560	boron
cc-pVDZ(pt/sf/sc)	6	CHEBI:27594	carbon
cc-pVDZ(pt/sf/sc)	7	CHEBI:25555	nitrogen
cc-pVDZ(pt/sf/sc)	8	CHEBI:25805	oxygen
cc-pVDZ(pt/sf/sc)	9	CHEBI:24061	fluorine
cc-pVDZ(pt/sf/sc)	10	CHEBI:33310	neon
cc-pVDZ(pt/sf/sc)	13	CHEBI:28984	aluminium
cc-pVDZ(pt/sf/sc)	14	CHEBI:27573	silicon
cc-pVDZ(pt/sf/sc)	15	CHEBI:28659	phosphorus
cc-pVDZ(pt/sf/sc)	16	CHEBI:26833	sulfur
cc-pVDZ(pt/sf/sc)	17	CHEBI:23116	chlorine
cc-pVDZ(pt/sf/sc)	18	CHEBI:49475	argon
cc-pVDZ(pt/sf/sc)	31	CHEBI:49631	gallium
cc-pVDZ(pt/sf/sc)	32	CHEBI:30441	germanium
cc-pVDZ(pt/sf/sc)	33	CHEBI:27563	arsenic
cc-pVDZ(pt/sf/sc)	34	CHEBI:27568	selenium
cc-pVDZ(pt/sf/sc)	35	CHEBI:22927	bromine
cc-pVDZ(pt/sf/sc)	36	CHEBI:49696	krypton
cc-pVDZ(seg-opt)	1	CHEBI:49637	hydrogen
cc-pVDZ(seg-opt)	2	CHEBI:30217	helium
cc-pVDZ(seg-opt)	3	CHEBI:30145	lithium
cc-pVDZ(seg-opt)	4	CHEBI:30501	beryllium
cc-pVDZ(seg-opt)	5	CHEBI:27560	boron
cc-pVDZ(seg-opt)	6	CHEBI:27594	carbon
cc-pVDZ(seg-opt)	7	CHEBI:25555	nitrogen
cc-pVDZ(seg-opt)	8	CHEBI:25805	oxygen
cc-pVDZ(seg-opt)	9	CHEBI:24061	fluorine
cc-pVDZ(seg-opt)	10	CHEBI:33310	neon
cc-pVDZ(seg-opt)	11	CHEBI:26708	sodium
cc-pVDZ(seg-opt)	12	CHEBI:25107	magnesium
cc-pVDZ(seg-opt)	13	CHEBI:28984	aluminium
cc-pVDZ(seg-opt)	14	CHEBI:27573	silicon
cc-pVDZ(seg-opt)	15	CHEBI:28659	phosphorus
cc-pVDZ(seg-opt)	16	CHEBI:26833	sulfur
cc-pVDZ(seg-opt)	17	CHEBI:23116	chlorine
cc-pVDZ(seg-opt)	18	CHEBI:49475	argon
cc-pVDZ(seg-opt)	31	CHEBI:49631	gallium
cc-pVDZ(seg-opt)	32	CHEBI:30441	germanium
cc-pVDZ(seg-opt)	33	CHEBI:27563	arsenic
cc-pVDZ(seg-opt)	34	CHEBI:27568	selenium
cc-pVDZ(seg-opt)	35	CHEBI:22927	bromine
cc-pVDZ(seg-opt)	36	CHEBI:49696	krypton
cc-pVDZ-DK	1	CHEBI:49637	hydrogen
cc-pVDZ-DK	2	CHEBI:30217	helium
cc-pVDZ-DK	3	CHEBI:30145	lithium
cc-pVDZ-DK	4	CHEBI:30501	beryllium
cc-pVDZ-DK	5	CHEBI:27560	boron
cc-pVDZ-DK	6	CHEBI:27594	carbon
cc-pVDZ-DK	7	CHEBI:25555	nitrogen
cc-pVDZ-DK	8	CHEBI:25805	oxygen
cc-pVDZ-DK	9	CHEBI:24061	fluorine
cc-pVDZ-DK	10	CHEBI:33310	neon
cc-pVDZ-DK	11	CHEBI:26708	sodium
cc-pVDZ-DK	12	CHEBI:25107	magnesium
cc-pVDZ-DK	13	CHEBI:28984	aluminium
cc-pVDZ-DK	14	CHEBI:27573	silicon
cc-pVDZ-DK	15	CHEBI:28659	phosphorus
cc-pVDZ-DK	16	CHEBI:26833	sulfur
cc-pVDZ-DK	17	CHEBI:23116	chlorine
cc-pVDZ-DK	18	CHEBI:49475	argon
cc-pVDZ-DK	21	CHEBI:33330	scandium
cc-pVDZ-DK	22	CHEBI:33341	titanium
cc-pVDZ-DK	23	CHEBI:27698	vanadium
cc-pVDZ-DK	24	CHEBI:28073	chromium
cc-pVDZ-DK	25	CHEBI:18291	manganese
cc-pVDZ-DK	26	CHEBI:18248	iron
cc-pVDZ-DK	27	CHEBI:27638	cobalt
cc-pVDZ-DK	28	CHEBI:28112	nickel
cc-pVDZ-DK	29	CHEBI:28694	copper
cc-pVDZ-DK	30	CHEBI:27363	zinc
cc-pVDZ-DK	31	CHEBI:49631	gallium
cc-pVDZ-DK	32	CHEBI:30441	germanium
cc-pVDZ-DK	33	CHEBI:27563	arsenic
cc-pVDZ-DK	34	CHEBI:27568	selenium
cc-pVDZ-DK	35	CHEBI:22927	bromine
cc-pVDZ-DK	36	CHEBI:49696	krypton
cc-pVDZ-DK3	57	CHEBI:33336	lanthanum
cc-pVDZ-DK3	58	CHEBI:33369	cerium
cc-pVDZ-DK3	59	CHEBI:49828	praseodymium
cc-pVDZ-DK3	60	CHEBI:33372	neodymium
cc-pVDZ-DK3	61	CHEBI:33373	promethium
cc-pVDZ-DK3	62	CHEBI:33374	samarium
cc-pVDZ-DK3	63	CHEBI:32999	europium
cc-pVDZ-DK3	64	CHEBI:33375	gadolinium
cc-pVDZ-DK3	65	CHEBI:33376	terbium
cc-pVDZ-DK3	66	CHEBI:33377	dysprosium
cc-pVDZ-DK3	67	CHEBI:49648	holmium
cc-pVDZ-DK3	68	CHEBI:33379	erbium
cc-pVDZ-DK3	69	CHEBI:33380	thulium
cc-pVDZ-DK3	70	CHEBI:33381	ytterbium
cc-pVDZ-DK3	71	CHEBI:33382	lutetium
cc-pVDZ-DK3	55	CHEBI:30514	caesium
cc-pVDZ-DK3	56	CHEBI:32594	barium
cc-pVDZ-DK3	57	CHEBI:33336	lanthanum
cc-pVDZ-DK3	58	CHEBI:33369	cerium
cc-pVDZ-DK3	59	CHEBI:49828	praseodymium
cc-pVDZ-DK3	60	CHEBI:33372	neodymium
cc-pVDZ-DK3	61	CHEBI:33373	promethium
cc-pVDZ-DK3	62	CHEBI:33374	samarium
cc-pVDZ-DK3	63	CHEBI:32999	europium
cc-pVDZ-DK3	64	CHEBI:33375	gadolinium
cc-pVDZ-DK3	65	CHEBI:33376	terbium
cc-pVDZ-DK3	66	CHEBI:33377	dysprosium
cc-pVDZ-DK3	67	CHEBI:49648	holmium
cc-pVDZ-DK3	68	CHEBI:33379	erbium
cc-pVDZ-DK3	69	CHEBI:33380	thulium
cc-pVDZ-DK3	70	CHEBI:33381	ytterbium
cc-pVDZ-DK3	71	CHEBI:33382	lutetium
cc-pVDZ-DK3	87	CHEBI:33323	francium
cc-pVDZ-DK3	88	CHEBI:33325	radium
cc-pVDZ-DK3	89	CHEBI:33337	actinium
cc-pVDZ-DK3	90	CHEBI:33385	thorium
cc-pVDZ-DK3	91	CHEBI:33386	protactinium
cc-pVDZ-DK3	92	CHEBI:27214	uranium
cc-pVDZ-DK3	93	CHEBI:33387	neptunium
cc-pVDZ-DK3	94	CHEBI:33388	plutonium
cc-pVDZ-DK3	95	CHEBI:33389	americium
cc-pVDZ-DK3	96	CHEBI:33390	curium
cc-pVDZ-DK3	97	CHEBI:33391	berkelium
cc-pVDZ-DK3	98	CHEBI:33392	californium
cc-pVDZ-DK3	99	CHEBI:33393	einsteinium
cc-pVDZ-DK3	100	CHEBI:33394	fermium
cc-pVDZ-DK3	101	CHEBI:33395	mendelevium
cc-pVDZ-DK3	102	CHEBI:33396	nobelium
cc-pVDZ-DK3	103	CHEBI:33397	lawrencium
cc-pVDZ-F12	1	CHEBI:49637	hydrogen
cc-pVDZ-F12	2	CHEBI:30217	helium
cc-pVDZ-F12	3	CHEBI:30145	lithium
cc-pVDZ-F12	4	CHEBI:30501	beryllium
cc-pVDZ-F12	5	CHEBI:27560	boron
cc-pVDZ-F12	6	CHEBI:27594	carbon
cc-pVDZ-F12	7	CHEBI:25555	nitrogen
cc-pVDZ-F12	8	CHEBI:25805	oxygen
cc-pVDZ-F12	9	CHEBI:24061	fluorine
cc-pVDZ-F12	10	CHEBI:33310	neon
cc-pVDZ-F12	11	CHEBI:26708	sodium
cc-pVDZ-F12	12	CHEBI:25107	magnesium
cc-pVDZ-F12	13	CHEBI:28984	aluminium
cc-pVDZ-F12	14	CHEBI:27573	silicon
cc-pVDZ-F12	15	CHEBI:28659	phosphorus
cc-pVDZ-F12	16	CHEBI:26833	sulfur
cc-pVDZ-F12	17	CHEBI:23116	chlorine
cc-pVDZ-F12	18	CHEBI:49475	argon
cc-pVDZ-F12(rev2)	1	CHEBI:49637	hydrogen
cc-pVDZ-F12-OPTRI	1	CHEBI:49637	hydrogen
cc-pVDZ-F12-OPTRI	3	CHEBI:30145	lithium
cc-pVDZ-F12-OPTRI	4	CHEBI:30501	beryllium
cc-pVDZ-F12-OPTRI	5	CHEBI:27560	boron
cc-pVDZ-F12-OPTRI	6	CHEBI:27594	carbon
cc-pVDZ-F12-OPTRI	7	CHEBI:25555	nitrogen
cc-pVDZ-F12-OPTRI	8	CHEBI:25805	oxygen
cc-pVDZ-F12-OPTRI	9	CHEBI:24061	fluorine
cc-pVDZ-F12-OPTRI	10	CHEBI:33310	neon
cc-pVDZ-F12-OPTRI	11	CHEBI:26708	sodium
cc-pVDZ-F12-OPTRI	12	CHEBI:25107	magnesium
cc-pVDZ-F12-OPTRI	13	CHEBI:28984	aluminium
cc-pVDZ-F12-OPTRI	14	CHEBI:27573	silicon
cc-pVDZ-F12-OPTRI	15	CHEBI:28659	phosphorus
cc-pVDZ-F12-OPTRI	16	CHEBI:26833	sulfur
cc-pVDZ-F12-OPTRI	17	CHEBI:23116	chlorine
cc-pVDZ-F12-OPTRI	18	CHEBI:49475	argon
cc-pVDZ-F12-OPTRI+	1	CHEBI:49637	hydrogen
cc-pVDZ-F12-OPTRI+	2	CHEBI:30217	helium
cc-pVDZ-F12-OPTRI+	3	CHEBI:30145	lithium
cc-pVDZ-F12-OPTRI+	4	CHEBI:30501	beryllium
cc-pVDZ-F12-OPTRI+	5	CHEBI:27560	boron
cc-pVDZ-F12-OPTRI+	6	CHEBI:27594	carbon
cc-pVDZ-F12-OPTRI+	7	CHEBI:25555	nitrogen
cc-pVDZ-F12-OPTRI+	8	CHEBI:25805	oxygen
cc-pVDZ-F12-OPTRI+	9	CHEBI:24061	fluorine
cc-pVDZ-F12-OPTRI+	10	CHEBI:33310	neon
cc-pVDZ-F12-OPTRI+	11	CHEBI:26708	sodium
cc-pVDZ-F12-OPTRI+	12	CHEBI:25107	magnesium
cc-pVDZ-F12-OPTRI+	13	CHEBI:28984	aluminium
cc-pVDZ-F12-OPTRI+	14	CHEBI:27573	silicon
cc-pVDZ-F12-OPTRI+	15	CHEBI:28659	phosphorus
cc-pVDZ-F12-OPTRI+	16	CHEBI:26833	sulfur
cc-pVDZ-F12-OPTRI+	17	CHEBI:23116	chlorine
cc-pVDZ-F12-OPTRI+	18	CHEBI:49475	argon
cc-pVDZ-PP	29	CHEBI:28694	copper
cc-pVDZ-PP	30	CHEBI:27363	zinc
cc-pVDZ-PP	31	CHEBI:49631	gallium
cc-pVDZ-PP	32	CHEBI:30441	germanium
cc-pVDZ-PP	33	CHEBI:27563	arsenic
cc-pVDZ-PP	34	CHEBI:27568	selenium
cc-pVDZ-PP	35	CHEBI:22927	bromine
cc-pVDZ-PP	36	CHEBI:49696	krypton
cc-pVDZ-PP	39	CHEBI:33331	yttrium
cc-pVDZ-PP	40	CHEBI:33342	zirconium
cc-pVDZ-PP	41	CHEBI:33344	niobium
cc-pVDZ-PP	42	CHEBI:28685	molybdenum
cc-pVDZ-PP	43	CHEBI:33353	technetium
cc-pVDZ-PP	44	CHEBI:30682	ruthenium
cc-pVDZ-PP	45	CHEBI:33359	rhodium
cc-pVDZ-PP	46	CHEBI:33363	palladium
cc-pVDZ-PP	47	CHEBI:30512	silver
cc-pVDZ-PP	48	CHEBI:22977	cadmium
cc-pVDZ-PP	49	CHEBI:30430	indium
cc-pVDZ-PP	50	CHEBI:27007	tin
cc-pVDZ-PP	51	CHEBI:30513	antimony
cc-pVDZ-PP	52	CHEBI:30452	tellurium
cc-pVDZ-PP	53	CHEBI:24859	iodine
cc-pVDZ-PP	54	CHEBI:49957	xenon
cc-pVDZ-PP	72	CHEBI:33343	hafnium
cc-pVDZ-PP	73	CHEBI:33348	tantalum
cc-pVDZ-PP	74	CHEBI:27998	tungsten
cc-pVDZ-PP	75	CHEBI:49882	rhenium
cc-pVDZ-PP	76	CHEBI:30687	osmium
cc-pVDZ-PP	77	CHEBI:49666	iridium
cc-pVDZ-PP	78	CHEBI:33364	platinum
cc-pVDZ-PP	79	CHEBI:29287	gold
cc-pVDZ-PP	80	CHEBI:25195	mercury
cc-pVDZ-PP	81	CHEBI:30440	thallium
cc-pVDZ-PP	82	CHEBI:25016	lead
cc-pVDZ-PP	83	CHEBI:33301	bismuth
cc-pVDZ-PP	84	CHEBI:33313	polonium
cc-pVDZ-PP	85	CHEBI:30415	astatine
cc-pVDZ-PP	86	CHEBI:33314	radon
cc-pVDZ-PP-RIFIT	39	CHEBI:33331	yttrium
cc-pVDZ-PP-RIFIT	40	CHEBI:33342	zirconium
cc-pVDZ-PP-RIFIT	41	CHEBI:33344	niobium
cc-pVDZ-PP-RIFIT	42	CHEBI:28685	molybdenum
cc-pVDZ-PP-RIFIT	43	CHEBI:33353	technetium
cc-pVDZ-PP-RIFIT	44	CHEBI:30682	ruthenium
cc-pVDZ-PP-RIFIT	45	CHEBI:33359	rhodium
cc-pVDZ-PP-RIFIT	46	CHEBI:33363	palladium
cc-pVDZ-PP-RIFIT	72	CHEBI:33343	hafnium
cc-pVDZ-PP-RIFIT	73	CHEBI:33348	tantalum
cc-pVDZ-PP-RIFIT	74	CHEBI:27998	tungsten
cc-pVDZ-PP-RIFIT	75	CHEBI:49882	rhenium
cc-pVDZ-PP-RIFIT	76	CHEBI:30687	osmium
cc-pVDZ-PP-RIFIT	77	CHEBI:49666	iridium
cc-pVDZ-PP-RIFIT	78	CHEBI:33364	platinum
cc-pVDZ-RIFIT	1	CHEBI:49637	hydrogen
cc-pVDZ-RIFIT	2	CHEBI:30217	helium
cc-pVDZ-RIFIT	3	CHEBI:30145	lithium
cc-pVDZ-RIFIT	4	CHEBI:30501	beryllium
cc-pVDZ-RIFIT	5	CHEBI:27560	boron
cc-pVDZ-RIFIT	6	CHEBI:27594	carbon
cc-pVDZ-RIFIT	7	CHEBI:25555	nitrogen
cc-pVDZ-RIFIT	8	CHEBI:25805	oxygen
cc-pVDZ-RIFIT	9	CHEBI:24061	fluorine
cc-pVDZ-RIFIT	10	CHEBI:33310	neon
cc-pVDZ-RIFIT	11	CHEBI:26708	sodium
cc-pVDZ-RIFIT	12	CHEBI:25107	magnesium
cc-pVDZ-RIFIT	13	CHEBI:28984	aluminium
cc-pVDZ-RIFIT	14	CHEBI:27573	silicon
cc-pVDZ-RIFIT	15	CHEBI:28659	phosphorus
cc-pVDZ-RIFIT	16	CHEBI:26833	sulfur
cc-pVDZ-RIFIT	17	CHEBI:23116	chlorine
cc-pVDZ-RIFIT	18	CHEBI:49475	argon
cc-pVDZ-RIFIT	31	CHEBI:49631	gallium
cc-pVDZ-RIFIT	32	CHEBI:30441	germanium
cc-pVDZ-RIFIT	33	CHEBI:27563	arsenic
cc-pVDZ-RIFIT	34	CHEBI:27568	selenium
cc-pVDZ-RIFIT	35	CHEBI:22927	bromine
cc-pVDZ-RIFIT	36	CHEBI:49696	krypton
cc-pVDZ-RIFIT	1	CHEBI:49637	hydrogen
cc-pVDZ-RIFIT	2	CHEBI:30217	helium
cc-pVDZ-RIFIT	3	CHEBI:30145	lithium
cc-pVDZ-RIFIT	4	CHEBI:30501	beryllium
cc-pVDZ-RIFIT	5	CHEBI:27560	boron
cc-pVDZ-RIFIT	6	CHEBI:27594	carbon
cc-pVDZ-RIFIT	7	CHEBI:25555	nitrogen
cc-pVDZ-RIFIT	8	CHEBI:25805	oxygen
cc-pVDZ-RIFIT	9	CHEBI:24061	fluorine
cc-pVDZ-RIFIT	10	CHEBI:33310	neon
cc-pVDZ-RIFIT	11	CHEBI:26708	sodium
cc-pVDZ-RIFIT	12	CHEBI:25107	magnesium
cc-pVDZ-RIFIT	13	CHEBI:28984	aluminium
cc-pVDZ-RIFIT	14	CHEBI:27573	silicon
cc-pVDZ-RIFIT	15	CHEBI:28659	phosphorus
cc-pVDZ-RIFIT	16	CHEBI:26833	sulfur
cc-pVDZ-RIFIT	17	CHEBI:23116	chlorine
cc-pVDZ-RIFIT	18	CHEBI:49475	argon
cc-pVDZ-RIFIT	31	CHEBI:49631	gallium
cc-pVDZ-RIFIT	32	CHEBI:30441	germanium
cc-pVDZ-RIFIT	33	CHEBI:27563	arsenic
cc-pVDZ-RIFIT	34	CHEBI:27568	selenium
cc-pVDZ-RIFIT	35	CHEBI:22927	bromine
cc-pVDZ-RIFIT	36	CHEBI:49696	krypton
cc-pVDZ-X2C	19	CHEBI:26216	potassium
cc-pVDZ-X2C	20	CHEBI:22984	calcium
cc-pVDZ-X2C	37	CHEBI:33322	rubidium
cc-pVDZ-X2C	38	CHEBI:33324	strontium
cc-pVDZ-X2C	55	CHEBI:30514	caesium
cc-pVDZ-X2C	56	CHEBI:32594	barium
cc-pVDZ-X2C	57	CHEBI:33336	lanthanum
cc-pVDZ-X2C	58	CHEBI:33369	cerium
cc-pVDZ-X2C	59	CHEBI:49828	praseodymium
cc-pVDZ-X2C	60	CHEBI:33372	neodymium
cc-pVDZ-X2C	61	CHEBI:33373	promethium
cc-pVDZ-X2C	62	CHEBI:33374	samarium
cc-pVDZ-X2C	63	CHEBI:32999	europium
cc-pVDZ-X2C	64	CHEBI:33375	gadolinium
cc-pVDZ-X2C	65	CHEBI:33376	terbium
cc-pVDZ-X2C	66	CHEBI:33377	dysprosium
cc-pVDZ-X2C	67	CHEBI:49648	holmium
cc-pVDZ-X2C	68	CHEBI:33379	erbium
cc-pVDZ-X2C	69	CHEBI:33380	thulium
cc-pVDZ-X2C	70	CHEBI:33381	ytterbium
cc-pVDZ-X2C	71	CHEBI:33382	lutetium
cc-pVDZ-X2C	87	CHEBI:33323	francium
cc-pVDZ-X2C	88	CHEBI:33325	radium
cc-pVDZ-X2C	89	CHEBI:33337	actinium
cc-pVDZ-X2C	90	CHEBI:33385	thorium
cc-pVDZ-X2C	91	CHEBI:33386	protactinium
cc-pVDZ-X2C	92	CHEBI:27214	uranium
cc-pVDZ-X2C	93	CHEBI:33387	neptunium
cc-pVDZ-X2C	94	CHEBI:33388	plutonium
cc-pVDZ-X2C	95	CHEBI:33389	americium
