basis set	element	element CURIE	element name
def2-SV(P)	55	CHEBI:30514	caesium
def2-SV(P)	56	CHEBI:32594	barium
def2-SV(P)	57	CHEBI:33336	lanthanum
def2-SV(P)	72	CHEBI:33343	hafnium
def2-SV(P)	73	CHEBI:33348	tantalum
def2-SV(P)	74	CHEBI:27998	tungsten
def2-SV(P)	75	CHEBI:49882	rhenium
def2-SV(P)	76	CHEBI:30687	osmium
def2-SV(P)	77	CHEBI:49666	iridium
def2-SV(P)	78	CHEBI:33364	platinum
def2-SV(P)	79	CHEBI:29287	gold
def2-SV(P)	80	CHEBI:25195	mercury
def2-SV(P)	81	CHEBI:30440	thallium
def2-SV(P)	82	CHEBI:25016	lead
def2-SV(P)	83	CHEBI:33301	bismuth
def2-SV(P)	84	CHEBI:33313	polonium
def2-SV(P)	85	CHEBI:30415	astatine
def2-SV(P)	86	CHEBI:33314	radon
def2-SV(P)	1	CHEBI:49637	hydrogen
def2-SV(P)	2	CHEBI:30217	helium
def2-SV(P)	3	CHEBI:30145	lithium
def2-SV(P)	4	CHEBI:30501	beryllium
def2-SV(P)	5	CHEBI:27560	boron
def2-SV(P)	6	CHEBI:27594	carbon
def2-SV(P)	7	CHEBI:25555	nitrogen
def2-SV(P)	8	CHEBI:25805	oxygen
def2-SV(P)	9	CHEBI:24061	fluorine
def2-SV(P)	10	CHEBI:33310	neon
def2-SV(P)	11	CHEBI:26708	sodium
def2-SV(P)	12	CHEBI:25107	magnesium
def2-SV(P)	13	CHEBI:28984	aluminium
def2-SV(P)	14	CHEBI:27573	silicon
def2-SV(P)	15	CHEBI:28659	phosphorus
def2-SV(P)	16	CHEBI:26833	sulfur
def2-SV(P)	17	CHEBI:23116	chlorine
def2-SV(P)	18	CHEBI:49475	argon
def2-SV(P)	19	CHEBI:26216	potassium
def2-SV(P)	20	CHEBI:22984	calcium
def2-SV(P)	21	CHEBI:33330	scandium
def2-SV(P)	22	CHEBI:33341	titanium
def2-SV(P)	23	CHEBI:27698	vanadium
def2-SV(P)	24	CHEBI:28073	chromium
def2-SV(P)	25	CHEBI:18291	manganese
def2-SV(P)	26	CHEBI:18248	iron
def2-SV(P)	27	CHEBI:27638	cobalt
def2-SV(P)	28	CHEBI:28112	nickel
def2-SV(P)	29	CHEBI:28694	copper
def2-SV(P)	30	CHEBI:27363	zinc
def2-SV(P)	31	CHEBI:49631	gallium
def2-SV(P)	32	CHEBI:30441	germanium
def2-SV(P)	33	CHEBI:27563	arsenic
def2-SV(P)	34	CHEBI:27568	selenium
def2-SV(P)	35	CHEBI:22927	bromine
def2-SV(P)	36	CHEBI:49696	krypton
def2-SV(P)	37	CHEBI:33322	rubidium
def2-SV(P)	38	CHEBI:33324	strontium
def2-SV(P)	39	CHEBI:33331	yttrium
def2-SV(P)	40	CHEBI:33342	zirconium
def2-SV(P)	41	CHEBI:33344	niobium
def2-SV(P)	42	CHEBI:28685	molybdenum
def2-SV(P)	43	CHEBI:33353	technetium
def2-SV(P)	44	CHEBI:30682	ruthenium
def2-SV(P)	45	CHEBI:33359	rhodium
def2-SV(P)	46	CHEBI:33363	palladium
def2-SV(P)	47	CHEBI:30512	silver
def2-SV(P)	48	CHEBI:22977	cadmium
def2-SV(P)	49	CHEBI:30430	indium
def2-SV(P)	50	CHEBI:27007	tin
def2-SV(P)	51	CHEBI:30513	antimony
def2-SV(P)	52	CHEBI:30452	tellurium
def2-SV(P)	53	CHEBI:24859	iodine
def2-SV(P)	54	CHEBI:49957	xenon
def2-SV(P)	55	CHEBI:30514	caesium
def2-SV(P)	56	CHEBI:32594	barium
def2-SV(P)	57	CHEBI:33336	lanthanum
def2-SV(P)	58	CHEBI:33369	cerium
def2-SV(P)	59	CHEBI:49828	praseodymium
def2-SV(P)	60	CHEBI:33372	neodymium
def2-SV(P)	61	CHEBI:33373	promethium
def2-SV(P)	62	CHEBI:33374	samarium
def2-SV(P)	63	CHEBI:32999	europium
def2-SV(P)	64	CHEBI:33375	gadolinium
def2-SV(P)	65	CHEBI:33376	terbium
def2-SV(P)	66	CHEBI:33377	dysprosium
def2-SV(P)	67	CHEBI:49648	holmium
def2-SV(P)	68	CHEBI:33379	erbium
def2-SV(P)	69	CHEBI:33380	thulium
def2-SV(P)	70	CHEBI:33381	ytterbium
def2-SV(P)	71	CHEBI:33382	lutetium
def2-SV(P)	72	CHEBI:33343	hafnium
def2-SV(P)	73	CHEBI:33348	tantalum
def2-SV(P)	74	CHEBI:27998	tungsten
def2-SV(P)	75	CHEBI:49882	rhenium
def2-SV(P)	76	CHEBI:30687	osmium
def2-SV(P)	77	CHEBI:49666	iridium
def2-SV(P)	78	CHEBI:33364	platinum
def2-SV(P)	79	CHEBI:29287	gold
def2-SV(P)	80	CHEBI:25195	mercury
def2-SV(P)	81	CHEBI:30440	thallium
def2-SV(P)	82	CHEBI:25016	lead
def2-SV(P)	83	CHEBI:33301	bismuth
def2-SV(P)	84	CHEBI:33313	polonium
def2-SV(P)	85	CHEBI:30415	astatine
def2-SV(P)	86	CHEBI:33314	radon
def2-SV(P)-JKFIT	1	CHEBI:49637	hydrogen
def2-SV(P)-JKFIT	2	CHEBI:30217	helium
def2-SV(P)-JKFIT	3	CHEBI:30145	lithium
def2-SV(P)-JKFIT	4	CHEBI:30501	beryllium
def2-SV(P)-JKFIT	5	CHEBI:27560	boron
def2-SV(P)-JKFIT	6	CHEBI:27594	carbon
def2-SV(P)-JKFIT	7	CHEBI:25555	nitrogen
def2-SV(P)-JKFIT	8	CHEBI:25805	oxygen
def2-SV(P)-JKFIT	9	CHEBI:24061	fluorine
def2-SV(P)-JKFIT	10	CHEBI:33310	neon
def2-SV(P)-JKFIT	11	CHEBI:26708	sodium
def2-SV(P)-JKFIT	12	CHEBI:25107	magnesium
def2-SV(P)-JKFIT	13	CHEBI:28984	aluminium
def2-SV(P)-JKFIT	14	CHEBI:27573	silicon
def2-SV(P)-JKFIT	15	CHEBI:28659	phosphorus
def2-SV(P)-JKFIT	16	CHEBI:26833	sulfur
def2-SV(P)-JKFIT	17	CHEBI:23116	chlorine
def2-SV(P)-JKFIT	18	CHEBI:49475	argon
def2-SV(P)-JKFIT	19	CHEBI:26216	potassium
def2-SV(P)-JKFIT	20	CHEBI:22984	calcium
def2-SV(P)-JKFIT	21	CHEBI:33330	scandium
def2-SV(P)-JKFIT	22	CHEBI:33341	titanium
def2-SV(P)-JKFIT	23	CHEBI:27698	vanadium
def2-SV(P)-JKFIT	24	CHEBI:28073	chromium
def2-SV(P)-JKFIT	25	CHEBI:18291	manganese
def2-SV(P)-JKFIT	26	CHEBI:18248	iron
def2-SV(P)-JKFIT	27	CHEBI:27638	cobalt
def2-SV(P)-JKFIT	28	CHEBI:28112	nickel
def2-SV(P)-JKFIT	29	CHEBI:28694	copper
def2-SV(P)-JKFIT	30	CHEBI:27363	zinc
def2-SV(P)-JKFIT	31	CHEBI:49631	gallium
def2-SV(P)-JKFIT	32	CHEBI:30441	germanium
def2-SV(P)-JKFIT	33	CHEBI:27563	arsenic
def2-SV(P)-JKFIT	34	CHEBI:27568	selenium
def2-SV(P)-JKFIT	35	CHEBI:22927	bromine
def2-SV(P)-JKFIT	36	CHEBI:49696	krypton
def2-SV(P)-JKFIT	37	CHEBI:33322	rubidium
def2-SV(P)-JKFIT	38	CHEBI:33324	strontium
def2-SV(P)-JKFIT	39	CHEBI:33331	yttrium
def2-SV(P)-JKFIT	40	CHEBI:33342	zirconium
def2-SV(P)-JKFIT	41	CHEBI:33344	niobium
def2-SV(P)-JKFIT	42	CHEBI:28685	molybdenum
def2-SV(P)-JKFIT	43	CHEBI:33353	technetium
def2-SV(P)-JKFIT	44	CHEBI:30682	ruthenium
def2-SV(P)-JKFIT	45	CHEBI:33359	rhodium
def2-SV(P)-JKFIT	46	CHEBI:33363	palladium
def2-SV(P)-JKFIT	47	CHEBI:30512	silver
def2-SV(P)-JKFIT	48	CHEBI:22977	cadmium
def2-SV(P)-JKFIT	49	CHEBI:30430	indium
def2-SV(P)-JKFIT	50	CHEBI:27007	tin
def2-SV(P)-JKFIT	51	CHEBI:30513	antimony
def2-SV(P)-JKFIT	52	CHEBI:30452	tellurium
def2-SV(P)-JKFIT	53	CHEBI:24859	iodine
def2-SV(P)-JKFIT	54	CHEBI:49957	xenon
def2-SV(P)-JKFIT	55	CHEBI:30514	caesium
def2-SV(P)-JKFIT	56	CHEBI:32594	barium
def2-SV(P)-JKFIT	57	CHEBI:33336	lanthanum
def2-SV(P)-JKFIT	58	CHEBI:33369	cerium
def2-SV(P)-JKFIT	59	CHEBI:49828	praseodymium
def2-SV(P)-JKFIT	60	CHEBI:33372	neodymium
def2-SV(P)-JKFIT	61	CHEBI:33373	promethium
def2-SV(P)-JKFIT	62	CHEBI:33374	samarium
def2-SV(P)-JKFIT	63	CHEBI:32999	europium
def2-SV(P)-JKFIT	64	CHEBI:33375	gadolinium
def2-SV(P)-JKFIT	65	CHEBI:33376	terbium
def2-SV(P)-JKFIT	66	CHEBI:33377	dysprosium
def2-SV(P)-JKFIT	67	CHEBI:49648	holmium
def2-SV(P)-JKFIT	68	CHEBI:33379	erbium
def2-SV(P)-JKFIT	69	CHEBI:33380	thulium
def2-SV(P)-JKFIT	70	CHEBI:33381	ytterbium
def2-SV(P)-JKFIT	71	CHEBI:33382	lutetium
def2-SV(P)-JKFIT	72	CHEBI:33343	hafnium
def2-SV(P)-JKFIT	73	CHEBI:33348	tantalum
def2-SV(P)-JKFIT	74	CHEBI:27998	tungsten
def2-SV(P)-JKFIT	75	CHEBI:49882	rhenium
def2-SV(P)-JKFIT	76	CHEBI:30687	osmium
def2-SV(P)-JKFIT	77	CHEBI:49666	iridium
def2-SV(P)-JKFIT	78	CHEBI:33364	platinum
def2-SV(P)-JKFIT	79	CHEBI:29287	gold
def2-SV(P)-JKFIT	80	CHEBI:25195	mercury
def2-SV(P)-JKFIT	81	CHEBI:30440	thallium
def2-SV(P)-JKFIT	82	CHEBI:25016	lead
def2-SV(P)-JKFIT	83	CHEBI:33301	bismuth
def2-SV(P)-JKFIT	84	CHEBI:33313	polonium
def2-SV(P)-JKFIT	85	CHEBI:30415	astatine
def2-SV(P)-JKFIT	86	CHEBI:33314	radon
def2-SV(P)-RIFIT	1	CHEBI:49637	hydrogen
def2-SV(P)-RIFIT	2	CHEBI:30217	helium
def2-SV(P)-RIFIT	3	CHEBI:30145	lithium
def2-SV(P)-RIFIT	4	CHEBI:30501	beryllium
def2-SV(P)-RIFIT	5	CHEBI:27560	boron
def2-SV(P)-RIFIT	6	CHEBI:27594	carbon
def2-SV(P)-RIFIT	7	CHEBI:25555	nitrogen
def2-SV(P)-RIFIT	8	CHEBI:25805	oxygen
def2-SV(P)-RIFIT	9	CHEBI:24061	fluorine
def2-SV(P)-RIFIT	10	CHEBI:33310	neon
def2-SV(P)-RIFIT	11	CHEBI:26708	sodium
def2-SV(P)-RIFIT	12	CHEBI:25107	magnesium
def2-SV(P)-RIFIT	13	CHEBI:28984	aluminium
def2-SV(P)-RIFIT	14	CHEBI:27573	silicon
def2-SV(P)-RIFIT	15	CHEBI:28659	phosphorus
def2-SV(P)-RIFIT	16	CHEBI:26833	sulfur
def2-SV(P)-RIFIT	17	CHEBI:23116	chlorine
def2-SV(P)-RIFIT	18	CHEBI:49475	argon
def2-SV(P)-RIFIT	19	CHEBI:26216	potassium
def2-SV(P)-RIFIT	20	CHEBI:22984	calcium
def2-SV(P)-RIFIT	21	CHEBI:33330	scandium
def2-SV(P)-RIFIT	22	CHEBI:33341	titanium
def2-SV(P)-RIFIT	23	CHEBI:27698	vanadium
def2-SV(P)-RIFIT	24	CHEBI:28073	chromium
def2-SV(P)-RIFIT	25	CHEBI:18291	manganese
def2-SV(P)-RIFIT	26	CHEBI:18248	iron
def2-SV(P)-RIFIT	27	CHEBI:27638	cobalt
def2-SV(P)-RIFIT	28	CHEBI:28112	nickel
def2-SV(P)-RIFIT	29	CHEBI:28694	copper
def2-SV(P)-RIFIT	30	CHEBI:27363	zinc
def2-SV(P)-RIFIT	31	CHEBI:49631	gallium
def2-SV(P)-RIFIT	32	CHEBI:30441	germanium
def2-SV(P)-RIFIT	33	CHEBI:27563	arsenic
def2-SV(P)-RIFIT	34	CHEBI:27568	selenium
def2-SV(P)-RIFIT	35	CHEBI:22927	bromine
def2-SV(P)-RIFIT	36	CHEBI:49696	krypton
def2-SV(P)-RIFIT	37	CHEBI:33322	rubidium
def2-SV(P)-RIFIT	38	CHEBI:33324	strontium
def2-SV(P)-RIFIT	39	CHEBI:33331	yttrium
def2-SV(P)-RIFIT	40	CHEBI:33342	zirconium
def2-SV(P)-RIFIT	41	CHEBI:33344	niobium
def2-SV(P)-RIFIT	42	CHEBI:28685	molybdenum
def2-SV(P)-RIFIT	43	CHEBI:33353	technetium
def2-SV(P)-RIFIT	44	CHEBI:30682	ruthenium
def2-SV(P)-RIFIT	45	CHEBI:33359	rhodium
def2-SV(P)-RIFIT	46	CHEBI:33363	palladium
def2-SV(P)-RIFIT	47	CHEBI:30512	silver
def2-SV(P)-RIFIT	48	CHEBI:22977	cadmium
def2-SV(P)-RIFIT	49	CHEBI:30430	indium
def2-SV(P)-RIFIT	50	CHEBI:27007	tin
def2-SV(P)-RIFIT	51	CHEBI:30513	antimony
def2-SV(P)-RIFIT	52	CHEBI:30452	tellurium
def2-SV(P)-RIFIT	53	CHEBI:24859	iodine
def2-SV(P)-RIFIT	54	CHEBI:49957	xenon
def2-SV(P)-RIFIT	55	CHEBI:30514	caesium
def2-SV(P)-RIFIT	56	CHEBI:32594	barium
def2-SV(P)-RIFIT	57	CHEBI:33336	lanthanum
def2-SV(P)-RIFIT	72	CHEBI:33343	hafnium
def2-SV(P)-RIFIT	73	CHEBI:33348	tantalum
def2-SV(P)-RIFIT	74	CHEBI:27998	tungsten
def2-SV(P)-RIFIT	75	CHEBI:49882	rhenium
def2-SV(P)-RIFIT	76	CHEBI:30687	osmium
def2-SV(P)-RIFIT	77	CHEBI:49666	iridium
def2-SV(P)-RIFIT	78	CHEBI:33364	platinum
def2-SV(P)-RIFIT	79	CHEBI:29287	gold
def2-SV(P)-RIFIT	80	CHEBI:25195	mercury
def2-SV(P)-RIFIT	81	CHEBI:30440	thallium
def2-SV(P)-RIFIT	82	CHEBI:25016	lead
def2-SV(P)-RIFIT	83	CHEBI:33301	bismuth
def2-SV(P)-RIFIT	84	CHEBI:33313	polonium
def2-SV(P)-RIFIT	85	CHEBI:30415	astatine
def2-SV(P)-RIFIT	86	CHEBI:33314	radon
def2-SVP	1	CHEBI:49637	hydrogen
def2-SVP	2	CHEBI:30217	helium
def2-SVP	3	CHEBI:30145	lithium
def2-SVP	4	CHEBI:30501	beryllium
def2-SVP	5	CHEBI:27560	boron
def2-SVP	6	CHEBI:27594	carbon
def2-SVP	7	CHEBI:25555	nitrogen
def2-SVP	8	CHEBI:25805	oxygen
def2-SVP	9	CHEBI:24061	fluorine
def2-SVP	10	CHEBI:33310	neon
def2-SVP	11	CHEBI:26708	sodium
def2-SVP	12	CHEBI:25107	magnesium
def2-SVP	13	CHEBI:28984	aluminium
def2-SVP	14	CHEBI:27573	silicon
def2-SVP	15	CHEBI:28659	phosphorus
def2-SVP	16	CHEBI:26833	sulfur
def2-SVP	17	CHEBI:23116	chlorine
def2-SVP	18	CHEBI:49475	argon
def2-SVP	19	CHEBI:26216	potassium
def2-SVP	20	CHEBI:22984	calcium
def2-SVP	21	CHEBI:33330	scandium
def2-SVP	22	CHEBI:33341	titanium
def2-SVP	23	CHEBI:27698	vanadium
def2-SVP	24	CHEBI:28073	chromium
def2-SVP	25	CHEBI:18291	manganese
def2-SVP	26	CHEBI:18248	iron
def2-SVP	27	CHEBI:27638	cobalt
def2-SVP	28	CHEBI:28112	nickel
def2-SVP	29	CHEBI:28694	copper
def2-SVP	30	CHEBI:27363	zinc
def2-SVP	31	CHEBI:49631	gallium
def2-SVP	32	CHEBI:30441	germanium
def2-SVP	33	CHEBI:27563	arsenic
def2-SVP	34	CHEBI:27568	selenium
def2-SVP	35	CHEBI:22927	bromine
def2-SVP	36	CHEBI:49696	krypton
def2-SVP	37	CHEBI:33322	rubidium
def2-SVP	38	CHEBI:33324	strontium
def2-SVP	39	CHEBI:33331	yttrium
def2-SVP	40	CHEBI:33342	zirconium
def2-SVP	41	CHEBI:33344	niobium
def2-SVP	42	CHEBI:28685	molybdenum
def2-SVP	43	CHEBI:33353	technetium
def2-SVP	44	CHEBI:30682	ruthenium
def2-SVP	45	CHEBI:33359	rhodium
def2-SVP	46	CHEBI:33363	palladium
def2-SVP	47	CHEBI:30512	silver
def2-SVP	48	CHEBI:22977	cadmium
def2-SVP	49	CHEBI:30430	indium
def2-SVP	50	CHEBI:27007	tin
def2-SVP	51	CHEBI:30513	antimony
def2-SVP	52	CHEBI:30452	tellurium
def2-SVP	53	CHEBI:24859	iodine
def2-SVP	54	CHEBI:49957	xenon
def2-SVP	55	CHEBI:30514	caesium
def2-SVP	56	CHEBI:32594	barium
def2-SVP	57	CHEBI:33336	lanthanum
def2-SVP	72	CHEBI:33343	hafnium
def2-SVP	73	CHEBI:33348	tantalum
def2-SVP	74	CHEBI:27998	tungsten
def2-SVP	75	CHEBI:49882	rhenium
def2-SVP	76	CHEBI:30687	osmium
def2-SVP	77	CHEBI:49666	iridium
def2-SVP	78	CHEBI:33364	platinum
def2-SVP	79	CHEBI:29287	gold
def2-SVP	80	CHEBI:25195	mercury
def2-SVP	81	CHEBI:30440	thallium
def2-SVP	82	CHEBI:25016	lead
def2-SVP	83	CHEBI:33301	bismuth
def2-SVP	84	CHEBI:33313	polonium
def2-SVP	85	CHEBI:30415	astatine
def2-SVP	86	CHEBI:33314	radon
def2-SVP	1	CHEBI:49637	hydrogen
def2-SVP	2	CHEBI:30217	helium
def2-SVP	3	CHEBI:30145	lithium
def2-SVP	4	CHEBI:30501	beryllium
def2-SVP	5	CHEBI:27560	boron
def2-SVP	6	CHEBI:27594	carbon
def2-SVP	7	CHEBI:25555	nitrogen
def2-SVP	8	CHEBI:25805	oxygen
def2-SVP	9	CHEBI:24061	fluorine
def2-SVP	10	CHEBI:33310	neon
def2-SVP	11	CHEBI:26708	sodium
def2-SVP	12	CHEBI:25107	magnesium
def2-SVP	13	CHEBI:28984	aluminium
def2-SVP	14	CHEBI:27573	silicon
def2-SVP	15	CHEBI:28659	phosphorus
def2-SVP	16	CHEBI:26833	sulfur
def2-SVP	17	CHEBI:23116	chlorine
def2-SVP	18	CHEBI:49475	argon
def2-SVP	19	CHEBI:26216	potassium
def2-SVP	20	CHEBI:22984	calcium
def2-SVP	21	CHEBI:33330	scandium
def2-SVP	22	CHEBI:33341	titanium
def2-SVP	23	CHEBI:27698	vanadium
def2-SVP	24	CHEBI:28073	chromium
def2-SVP	25	CHEBI:18291	manganese
def2-SVP	26	CHEBI:18248	iron
def2-SVP	27	CHEBI:27638	cobalt
def2-SVP	28	CHEBI:28112	nickel
def2-SVP	29	CHEBI:28694	copper
def2-SVP	30	CHEBI:27363	zinc
def2-SVP	31	CHEBI:49631	gallium
def2-SVP	32	CHEBI:30441	germanium
def2-SVP	33	CHEBI:27563	arsenic
def2-SVP	34	CHEBI:27568	selenium
def2-SVP	35	CHEBI:22927	bromine
def2-SVP	36	CHEBI:49696	krypton
def2-SVP	37	CHEBI:33322	rubidium
def2-SVP	38	CHEBI:33324	strontium
def2-SVP	39	CHEBI:33331	yttrium
def2-SVP	40	CHEBI:33342	zirconium
def2-SVP	41	CHEBI:33344	niobium
def2-SVP	42	CHEBI:28685	molybdenum
def2-SVP	43	CHEBI:33353	technetium
def2-SVP	44	CHEBI:30682	ruthenium
def2-SVP	45	CHEBI:33359	rhodium
def2-SVP	46	CHEBI:33363	palladium
def2-SVP	47	CHEBI:30512	silver
def2-SVP	48	CHEBI:22977	cadmium
def2-SVP	49	CHEBI:30430	indium
def2-SVP	50	CHEBI:27007	tin
def2-SVP	51	CHEBI:30513	antimony
def2-SVP	52	CHEBI:30452	tellurium
def2-SVP	53	CHEBI:24859	iodine
def2-SVP	54	CHEBI:49957	xenon
def2-SVP	55	CHEBI:30514	caesium
def2-SVP	56	CHEBI:32594	barium
def2-SVP	57	CHEBI:33336	lanthanum
def2-SVP	58	CHEBI:33369	cerium
def2-SVP	59	CHEBI:49828	praseodymium
def2-SVP	60	CHEBI:33372	neodymium
def2-SVP	61	CHEBI:33373	promethium
def2-SVP	62	CHEBI:33374	samarium
def2-SVP	63	CHEBI:32999	europium
def2-SVP	64	CHEBI:33375	gadolinium
def2-SVP	65	CHEBI:33376	terbium
def2-SVP	66	CHEBI:33377	dysprosium
def2-SVP	67	CHEBI:49648	holmium
def2-SVP	68	CHEBI:33379	erbium
def2-SVP	69	CHEBI:33380	thulium
def2-SVP	70	CHEBI:33381	ytterbium
def2-SVP	71	CHEBI:33382	lutetium
def2-SVP	72	CHEBI:33343	hafnium
def2-SVP	73	CHEBI:33348	tantalum
def2-SVP	74	CHEBI:27998	tungsten
def2-SVP	75	CHEBI:49882	rhenium
def2-SVP	76	CHEBI:30687	osmium
def2-SVP	77	CHEBI:49666	iridium
def2-SVP	78	CHEBI:33364	platinum
def2-SVP	79	CHEBI:29287	gold
def2-SVP	80	CHEBI:25195	mercury
def2-SVP	81	CHEBI:30440	thallium
def2-SVP	82	CHEBI:25016	lead
def2-SVP	83	CHEBI:33301	bismuth
def2-SVP	84	CHEBI:33313	polonium
def2-SVP	85	CHEBI:30415	astatine
def2-SVP	86	CHEBI:33314	radon
def2-SVP-RIFIT	1	CHEBI:49637	hydrogen
def2-SVP-RIFIT	2	CHEBI:30217	helium
def2-SVP-RIFIT	3	CHEBI:30145	lithium
def2-SVP-RIFIT	4	CHEBI:30501	beryllium
def2-SVP-RIFIT	5	CHEBI:27560	boron
def2-SVP-RIFIT	6	CHEBI:27594	carbon
def2-SVP-RIFIT	7	CHEBI:25555	nitrogen
def2-SVP-RIFIT	8	CHEBI:25805	oxygen
def2-SVP-RIFIT	9	CHEBI:24061	fluorine
def2-SVP-RIFIT	10	CHEBI:33310	neon
def2-SVP-RIFIT	11	CHEBI:26708	sodium
def2-SVP-RIFIT	12	CHEBI:25107	magnesium
def2-SVP-RIFIT	13	CHEBI:28984	aluminium
def2-SVP-RIFIT	14	CHEBI:27573	silicon
def2-SVP-RIFIT	15	CHEBI:28659	phosphorus
def2-SVP-RIFIT	16	CHEBI:26833	sulfur
def2-SVP-RIFIT	17	CHEBI:23116	chlorine
def2-SVP-RIFIT	18	CHEBI:49475	argon
def2-SVP-RIFIT	19	CHEBI:26216	potassium
def2-SVP-RIFIT	20	CHEBI:22984	calcium
def2-SVP-RIFIT	21	CHEBI:33330	scandium
def2-SVP-RIFIT	22	CHEBI:33341	titanium
def2-SVP-RIFIT	23	CHEBI:27698	vanadium
def2-SVP-RIFIT	24	CHEBI:28073	chromium
def2-SVP-RIFIT	25	CHEBI:18291	manganese
def2-SVP-RIFIT	26	CHEBI:18248	iron
def2-SVP-RIFIT	27	CHEBI:27638	cobalt
def2-SVP-RIFIT	28	CHEBI:28112	nickel
def2-SVP-RIFIT	29	CHEBI:28694	copper
def2-SVP-RIFIT	30	CHEBI:27363	zinc
def2-SVP-RIFIT	31	CHEBI:49631	gallium
def2-SVP-RIFIT	32	CHEBI:30441	germanium
def2-SVP-RIFIT	33	CHEBI:27563	arsenic
def2-SVP-RIFIT	34	CHEBI:27568	selenium
def2-SVP-RIFIT	35	CHEBI:22927	bromine
def2-SVP-RIFIT	36	CHEBI:49696	krypton
def2-SVP-RIFIT	37	CHEBI:33322	rubidium
def2-SVP-RIFIT	38	CHEBI:33324	strontium
def2-SVP-RIFIT	39	CHEBI:33331	yttrium
def2-SVP-RIFIT	40	CHEBI:33342	zirconium
def2-SVP-RIFIT	41	CHEBI:33344	niobium
def2-SVP-RIFIT	42	CHEBI:28685	molybdenum
def2-SVP-RIFIT	43	CHEBI:33353	technetium
def2-SVP-RIFIT	44	CHEBI:30682	ruthenium
def2-SVP-RIFIT	45	CHEBI:33359	rhodium
def2-SVP-RIFIT	46	CHEBI:33363	palladium
def2-SVP-RIFIT	47	CHEBI:30512	silver
def2-SVP-RIFIT	48	CHEBI:22977	cadmium
def2-SVP-RIFIT	49	CHEBI:30430	indium
def2-SVP-RIFIT	50	CHEBI:27007	tin
def2-SVP-RIFIT	51	CHEBI:30513	antimony
def2-SVP-RIFIT	52	CHEBI:30452	tellurium
def2-SVP-RIFIT	53	CHEBI:24859	iodine
def2-SVP-RIFIT	54	CHEBI:49957	xenon
def2-SVP-RIFIT	55	CHEBI:30514	caesium
def2-SVP-RIFIT	56	CHEBI:32594	barium
def2-SVP-RIFIT	57	CHEBI:33336	lanthanum
def2-SVP-RIFIT	72	CHEBI:33343	hafnium
def2-SVP-RIFIT	73	CHEBI:33348	tantalum
def2-SVP-RIFIT	74	CHEBI:27998	tungsten
def2-SVP-RIFIT	75	CHEBI:49882	rhenium
def2-SVP-RIFIT	76	CHEBI:30687	osmium
def2-SVP-RIFIT	77	CHEBI:49666	iridium
def2-SVP-RIFIT	78	CHEBI:33364	platinum
def2-SVP-RIFIT	79	CHEBI:29287	gold
def2-SVP-RIFIT	80	CHEBI:25195	mercury
def2-SVP-RIFIT	81	CHEBI:30440	thallium
def2-SVP-RIFIT	82	CHEBI:25016	lead
def2-SVP-RIFIT	83	CHEBI:33301	bismuth
def2-SVP-RIFIT	84	CHEBI:33313	polonium
def2-SVP-RIFIT	85	CHEBI:30415	astatine
def2-SVP-RIFIT	86	CHEBI:33314	radon
def2-SVPD	1	CHEBI:49637	hydrogen
def2-SVPD	2	CHEBI:30217	helium
def2-SVPD	3	CHEBI:30145	lithium
def2-SVPD	4	CHEBI:30501	beryllium
def2-SVPD	5	CHEBI:27560	boron
def2-SVPD	6	CHEBI:27594	carbon
def2-SVPD	7	CHEBI:25555	nitrogen
def2-SVPD	8	CHEBI:25805	oxygen
def2-SVPD	9	CHEBI:24061	fluorine
def2-SVPD	10	CHEBI:33310	neon
def2-SVPD	11	CHEBI:26708	sodium
def2-SVPD	12	CHEBI:25107	magnesium
def2-SVPD	13	CHEBI:28984	aluminium
def2-SVPD	14	CHEBI:27573	silicon
def2-SVPD	15	CHEBI:28659	phosphorus
def2-SVPD	16	CHEBI:26833	sulfur
def2-SVPD	17	CHEBI:23116	chlorine
def2-SVPD	18	CHEBI:49475	argon
def2-SVPD	19	CHEBI:26216	potassium
def2-SVPD	20	CHEBI:22984	calcium
def2-SVPD	21	CHEBI:33330	scandium
def2-SVPD	22	CHEBI:33341	titanium
def2-SVPD	23	CHEBI:27698	vanadium
def2-SVPD	24	CHEBI:28073	chromium
def2-SVPD	25	CHEBI:18291	manganese
def2-SVPD	26	CHEBI:18248	iron
def2-SVPD	27	CHEBI:27638	cobalt
def2-SVPD	28	CHEBI:28112	nickel
def2-SVPD	29	CHEBI:28694	copper
def2-SVPD	30	CHEBI:27363	zinc
def2-SVPD	31	CHEBI:49631	gallium
def2-SVPD	32	CHEBI:30441	germanium
def2-SVPD	33	CHEBI:27563	arsenic
def2-SVPD	34	CHEBI:27568	selenium
def2-SVPD	35	CHEBI:22927	bromine
def2-SVPD	36	CHEBI:49696	krypton
def2-SVPD	37	CHEBI:33322	rubidium
def2-SVPD	38	CHEBI:33324	strontium
def2-SVPD	39	CHEBI:33331	yttrium
def2-SVPD	40	CHEBI:33342	zirconium
def2-SVPD	41	CHEBI:33344	niobium
def2-SVPD	42	CHEBI:28685	molybdenum
def2-SVPD	43	CHEBI:33353	technetium
def2-SVPD	44	CHEBI:30682	ruthenium
def2-SVPD	45	CHEBI:33359	rhodium
def2-SVPD	46	CHEBI:33363	palladium
def2-SVPD	47	CHEBI:30512	silver
