curie	type	label
BSEO:0000605	class	pc-0
BSEO:0000606	class	pc-1
BSEO:0000607	class	pc-2
BSEO:0000608	class	pc-3
BSEO:0000609	class	pc-4
BSEO:0000610	class	pcemd-2
BSEO:0000611	class	pcemd-3
BSEO:0000612	class	pcemd-4
BSEO:0000613	class	pcH-1
BSEO:0000614	class	pcH-2
BSEO:0000615	class	pcH-3
BSEO:0000616	class	pcH-4
BSEO:0000617	class	pcJ-0
BSEO:0000618	class	pcJ-0_2006
BSEO:0000619	class	pcJ-1
BSEO:0000620	class	pcJ-1_2006
BSEO:0000621	class	pcJ-2
BSEO:0000622	class	pcJ-2_2006
BSEO:0000623	class	pcJ-3
BSEO:0000624	class	pcJ-3_2006
BSEO:0000625	class	pcJ-4
BSEO:0000626	class	pcJ-4_2006
BSEO:0000627	class	pcS-0
BSEO:0000628	class	pcS-1
BSEO:0000629	class	pcS-2
BSEO:0000630	class	pcS-3
BSEO:0000631	class	pcS-4
BSEO:0000632	class	pcseg-0
BSEO:0000633	class	pcseg-1
BSEO:0000634	class	pcseg-2
BSEO:0000635	class	pcseg-3
BSEO:0000636	class	pcseg-4
BSEO:0000637	class	pcSseg-0
BSEO:0000638	class	pcSseg-1
BSEO:0000639	class	pcSseg-2
BSEO:0000640	class	pcSseg-3
BSEO:0000641	class	pcSseg-4
BSEO:0000642	class	pcX-1
BSEO:0000643	class	pcX-2
BSEO:0000644	class	pcX-3
BSEO:0000645	class	pcX-4
BSEO:0000646	class	pecJ-1
BSEO:0000647	class	pecJ-2
BSEO:0000648	class	pob-DZVP-rev2
BSEO:0000649	class	pob-TZVP
BSEO:0000650	class	pob-TZVP-rev2
BSEO:0000651	class	pSBKJC
BSEO:0000652	class	PsX-DZ
BSEO:0000653	class	PsX-QZ
BSEO:0000654	class	PsX-TZ
BSEO:0000655	class	Pt - mDZP
BSEO:0000656	class	pV6Z
BSEO:0000657	class	pV7Z
BSEO:0000658	class	Roos Augmented Double Zeta ANO
BSEO:0000659	class	Roos Augmented Triple Zeta ANO
BSEO:0000660	class	s3-21G
BSEO:0000661	class	s3-21G*
BSEO:0000662	class	s6-31G
BSEO:0000663	class	s6-31G*
BSEO:0000664	class	Sadlej pVTZ
BSEO:0000665	class	Sadlej+
BSEO:0000666	class	sap_grasp_large
BSEO:0000667	class	sap_grasp_small
BSEO:0000668	class	sap_helfem_large
BSEO:0000669	class	sap_helfem_small
BSEO:0000670	class	Sapporo-DKH3-DZP
BSEO:0000671	class	Sapporo-DKH3-DZP-2012
BSEO:0000672	class	Sapporo-DKH3-DZP-2012-diffuse
BSEO:0000673	class	Sapporo-DKH3-DZP-diffuse
BSEO:0000674	class	Sapporo-DKH3-QZP
BSEO:0000675	class	Sapporo-DKH3-QZP-2012
BSEO:0000676	class	Sapporo-DKH3-QZP-2012-diffuse
BSEO:0000677	class	Sapporo-DKH3-QZP-diffuse
BSEO:0000678	class	Sapporo-DKH3-TZP
BSEO:0000679	class	Sapporo-DKH3-TZP-2012
BSEO:0000680	class	Sapporo-DKH3-TZP-2012-diffuse
BSEO:0000681	class	Sapporo-DKH3-TZP-diffuse
BSEO:0000682	class	Sapporo-DZP
BSEO:0000683	class	Sapporo-DZP-2012
BSEO:0000684	class	Sapporo-DZP-2012-diffuse
BSEO:0000685	class	Sapporo-DZP-diffuse
BSEO:0000686	class	Sapporo-QZP
BSEO:0000687	class	Sapporo-QZP-2012
BSEO:0000688	class	Sapporo-QZP-2012-diffuse
BSEO:0000689	class	Sapporo-QZP-diffuse
BSEO:0000690	class	Sapporo-TZP
BSEO:0000691	class	Sapporo-TZP-2012
BSEO:0000692	class	Sapporo-TZP-2012-diffuse
BSEO:0000693	class	Sapporo-TZP-diffuse
BSEO:0000694	class	SARC-DKH2
BSEO:0000695	class	SARC-ZORA
BSEO:0000696	class	SARC2-QZV-DKH2
BSEO:0000697	class	SARC2-QZV-DKH2-JKFIT
BSEO:0000698	class	SARC2-QZV-ZORA
BSEO:0000699	class	SARC2-QZV-ZORA-JKFIT
BSEO:0000700	class	SARC2-QZVP-DKH2
BSEO:0000701	class	SARC2-QZVP-DKH2-JKFIT
BSEO:0000702	class	SARC2-QZVP-ZORA
BSEO:0000703	class	SARC2-QZVP-ZORA-JKFIT
BSEO:0000704	class	saug-ano-pV5Z
BSEO:0000705	class	saug-ano-pVDZ
BSEO:0000706	class	saug-ano-pVQZ
BSEO:0000707	class	saug-ano-pVTZ
BSEO:0000708	class	SBKJC Polarized (p,2d) - LFK
BSEO:0000709	class	SBKJC-ECP
BSEO:0000710	class	SBKJC-VDZ
BSEO:0000711	class	SBO4-DZ(d)-3G
BSEO:0000712	class	SBO4-DZ(d,p)-3G
BSEO:0000713	class	SBO4-SZ-3G
BSEO:0000714	class	Scaled MINI
BSEO:0000715	class	seg-cc-pV5Z-PP
BSEO:0000716	class	seg-cc-pVDZ-PP
BSEO:0000717	class	seg-cc-pVQZ-PP
BSEO:0000718	class	seg-cc-pVTZ-PP
BSEO:0000719	class	seg-cc-pwCV5Z-PP
BSEO:0000720	class	seg-cc-pwCVDZ-PP
BSEO:0000721	class	seg-cc-pwCVQZ-PP
BSEO:0000722	class	seg-cc-pwCVTZ-PP
BSEO:0000723	class	sigmaDZ
BSEO:0000724	class	sigmaDZHF
BSEO:0000725	class	sigmaQZ
BSEO:0000726	class	sigmaSZHF
BSEO:0000727	class	sigmaTZ
BSEO:0000728	class	sigmaTZHF
BSEO:0000729	class	STO-2G
BSEO:0000730	class	STO-3G
BSEO:0000731	class	STO-3G*
BSEO:0000732	class	STO-4G
BSEO:0000733	class	STO-5G
BSEO:0000734	class	STO-6G
BSEO:0000735	class	Stuttgart RLC
BSEO:0000736	class	Stuttgart RLC ECP
BSEO:0000737	class	Stuttgart RSC 1997
BSEO:0000738	class	Stuttgart RSC 1997 ECP
BSEO:0000739	class	Stuttgart RSC ANO
BSEO:0000740	class	Stuttgart RSC Segmented + ECP
BSEO:0000741	class	SV (Dunning-Hay)
BSEO:0000742	class	SV + Double Rydberg (Dunning-Hay)
BSEO:0000743	class	SV + Rydberg (Dunning-Hay)
BSEO:0000744	class	SVP (Dunning-Hay)
BSEO:0000745	class	SVP + Diffuse (Dunning-Hay)
BSEO:0000746	class	SVP + Diffuse + Rydberg (Dunning-Hay)
BSEO:0000747	class	SVP + Rydberg (Dunning-Hay)
BSEO:0000748	class	TZ (Dunning-Hay)
BSEO:0000749	class	TZP-ZORA
BSEO:0000750	class	UGBS
BSEO:0000751	class	un-ccemd-ref
BSEO:0000752	class	un-pcemd-ref
BSEO:0000753	class	Wachters+f
BSEO:0000754	class	WTBS
BSEO:0000755	class	x2c-JFIT
BSEO:0000756	class	x2c-JFIT-universal
BSEO:0000757	class	x2c-QZVPall
BSEO:0000758	class	x2c-QZVPall-2c
BSEO:0000759	class	x2c-QZVPall-2c-s
BSEO:0000760	class	x2c-QZVPall-s
BSEO:0000761	class	x2c-QZVPPall
BSEO:0000762	class	x2c-QZVPPall-2c
BSEO:0000763	class	x2c-QZVPPall-2c-s
BSEO:0000764	class	x2c-QZVPPall-s
BSEO:0000765	class	x2c-SV(P)all
BSEO:0000766	class	x2c-SV(P)all-2c
BSEO:0000767	class	x2c-SV(P)all-s
BSEO:0000768	class	x2c-SVPall
BSEO:0000769	class	x2c-SVPall-2c
BSEO:0000770	class	x2c-SVPall-s
BSEO:0000771	class	x2c-TZVPall
BSEO:0000772	class	x2c-TZVPall-2c
BSEO:0000773	class	x2c-TZVPall-s
BSEO:0000774	class	x2c-TZVPPall
BSEO:0000775	class	x2c-TZVPPall-2c
BSEO:0000776	class	x2c-TZVPPall-s
